,population_density,rucc,longitude,latitude,elevation,altitude,phone_abs_time,num_seen_cells,rsrp,rsrq,rssi,physiographic_region_provcode,physiographic_region_fencode,cell_tower_distance
109627,,6.0,-91.0391462,34.9468221,59.8831901550293,24.3045232509277,1724445281050,8.0,-95,-13,-63,3.0,3e,
109628,,6.0,-91.0391462,34.9468221,59.8831901550293,24.3045232509277,1724445281050,8.0,-104,-9,-73,3.0,3e,
109629,,6.0,-91.03736747096777,34.94737057419355,60.18605422973633,23.714641072003715,1724445282048,5.0,-94,-8,-77,3.0,3e,
109630,,6.0,-91.03736747096777,34.94737057419355,60.18605422973633,23.714641072003715,1724445282048,5.0,-95,-10,-77,3.0,3e,
109631,,6.0,-91.03736747096777,34.94737057419355,60.18605422973633,23.714641072003715,1724445282048,5.0,-101,-9,-83,3.0,3e,
109632,,6.0,-91.03736747096777,34.94737057419355,60.18605422973633,23.714641072003715,1724445282048,5.0,-93,-11,-67,3.0,3e,
109633,,6.0,-91.03554905426944,34.94793128614801,60.10178375244141,23.11159722174471,1724445283056,5.0,-94,-8,-77,3.0,3e,
109634,,6.0,-91.03554905426944,34.94793128614801,60.10178375244141,23.11159722174471,1724445283056,5.0,-101,-9,-83,3.0,3e,
109635,,6.0,-91.03554905426944,34.94793128614801,60.10178375244141,23.11159722174471,1724445283056,5.0,-93,-11,-67,3.0,3e,
109636,,6.0,-91.03554905426944,34.94793128614801,60.10178375244141,23.11159722174471,1724445283056,5.0,-95,-10,-77,3.0,3e,
109637,,6.0,-91.0353434,34.9479947,59.57421493530273,23.0433958339178,1724445284055,5.0,-94,-8,-77,3.0,3e,
109638,,6.0,-91.0353434,34.9479947,59.57421493530273,23.0433958339178,1724445284055,5.0,-94,-10,-71,3.0,3e,
109639,,6.0,-91.0353434,34.9479947,59.57421493530273,23.0433958339178,1724445284055,5.0,-95,-10,-77,3.0,3e,
109640,,6.0,-91.0353434,34.9479947,59.57421493530273,23.0433958339178,1724445284055,5.0,-104,-11,-79,3.0,3e,
109641,,6.0,-91.0353434,34.9479947,59.57421493530273,23.0433958339178,1724445285057,5.0,-94,-8,-77,3.0,3e,
109642,,6.0,-91.0353434,34.9479947,59.57421493530273,23.0433958339178,1724445285057,5.0,-95,-10,-77,3.0,3e,
109643,,6.0,-91.0353434,34.9479947,59.57421493530273,23.0433958339178,1724445285057,5.0,-104,-11,-79,3.0,3e,
109644,,6.0,-91.0353434,34.9479947,59.57421493530273,23.0433958339178,1724445285057,5.0,-94,-10,-71,3.0,3e,
109645,,6.0,-91.0353434,34.9479947,59.57421493530273,23.0433958339178,1724445286060,5.0,-94,-8,-77,3.0,3e,
109646,,6.0,-91.0353434,34.9479947,59.57421493530273,23.0433958339178,1724445286060,5.0,-94,-10,-71,3.0,3e,
109647,,6.0,-91.0353434,34.9479947,59.57421493530273,23.0433958339178,1724445286060,5.0,-95,-10,-77,3.0,3e,
109648,,6.0,-91.0353434,34.9479947,59.57421493530273,23.0433958339178,1724445286060,5.0,-104,-11,-79,3.0,3e,
109649,,6.0,-91.03508322696862,34.948074452474266,59.81021881103516,23.07442378466732,1724445287063,5.0,-96,-8,-79,3.0,3e,
109650,,6.0,-91.0353434,34.9479947,59.57421493530273,23.0433958339178,1724445287063,5.0,-94,-10,-69,3.0,3e,
109651,,6.0,-91.0353434,34.9479947,59.57421493530273,23.0433958339178,1724445287063,5.0,-107,-11,-83,3.0,3e,
109652,,6.0,-91.0353434,34.9479947,59.57421493530273,23.0433958339178,1724445287063,5.0,-97,-9,-79,3.0,3e,
109653,,6.0,-91.0353434,34.9479947,59.57421493530273,23.0433958339178,1724445288063,5.0,-96,-8,-79,3.0,3e,
109654,,6.0,-91.0353434,34.9479947,59.57421493530273,23.0433958339178,1724445288063,5.0,-97,-9,-79,3.0,3e,
109655,,6.0,-91.0353434,34.9479947,59.57421493530273,23.0433958339178,1724445288063,5.0,-107,-11,-83,3.0,3e,
109656,,6.0,-91.0353434,34.9479947,59.57421493530273,23.0433958339178,1724445288063,5.0,-94,-10,-69,3.0,3e,
109657,,6.0,-91.0353434,34.9479947,59.57421493530273,23.0433958339178,1724445289069,4.0,-96,-7,-73,3.0,3e,
109658,,6.0,-91.0353434,34.9479947,59.57421493530273,23.0433958339178,1724445289069,4.0,-104,-10,-69,3.0,3e,
109659,,6.0,-91.0353434,34.9479947,59.57421493530273,23.0433958339178,1724445289069,4.0,-96,-10,-73,3.0,3e,
109660,,6.0,-91.0353434,34.9479947,59.57421493530273,23.0433958339178,1724445289069,4.0,-97,-8,-69,3.0,3e,
109661,,6.0,-91.0353434,34.9479947,59.57421493530273,23.0433958339178,1724445290070,4.0,-96,-7,-73,3.0,3e,
109662,,6.0,-91.0353434,34.9479947,59.57421493530273,23.0433958339178,1724445290070,4.0,-97,-8,-69,3.0,3e,
109663,,6.0,-91.0353434,34.9479947,59.57421493530273,23.0433958339178,1724445290070,4.0,-104,-10,-69,3.0,3e,
109664,,6.0,-91.0353434,34.9479947,59.57421493530273,23.0433958339178,1724445290070,4.0,-96,-10,-73,3.0,3e,
109665,,6.0,-91.03473823285886,34.948180205686704,59.11343002319336,23.11556740431742,1724445291069,3.0,-98,-8,-81,3.0,3e,
109666,,6.0,-91.0353434,34.9479947,59.57421493530273,23.0433958339178,1724445291069,3.0,-95,-11,-69,3.0,3e,
109667,,6.0,-91.0353434,34.9479947,59.57421493530273,23.0433958339178,1724445291069,3.0,-96,-8,-79,3.0,3e,
109668,,6.0,-91.0353434,34.9479947,59.57421493530273,23.0433958339178,1724445291069,3.0,-106,-10,-87,3.0,3e,
109669,,6.0,-91.0344320164645,34.94827407212236,58.53565979003906,23.15208643610368,1724445292073,3.0,-95,-11,-69,3.0,3e,
109670,,6.0,-91.0353434,34.9479947,59.57421493530273,23.0433958339178,1724445292073,3.0,-106,-10,-87,3.0,3e,
109671,,6.0,-91.0353434,34.9479947,59.57421493530273,23.0433958339178,1724445292073,3.0,-96,-8,-79,3.0,3e,
109672,,6.0,-91.0353434,34.9479947,59.57421493530273,23.0433958339178,1724445292073,3.0,-98,-8,-81,3.0,3e,
109673,,6.0,-91.0335242639391,34.948552331208376,59.0771598815918,23.26034400800195,1724445293073,3.0,-96,-11,-73,3.0,3e,
109674,,6.0,-91.0335242639391,34.948552331208376,59.0771598815918,23.26034400800195,1724445293073,3.0,-95,-12,-75,3.0,3e,
109675,,6.0,-91.0335242639391,34.948552331208376,59.0771598815918,23.26034400800195,1724445293073,3.0,-109,-12,-87,3.0,3e,
109676,,6.0,-91.0335242639391,34.948552331208376,59.0771598815918,23.26034400800195,1724445293073,3.0,-95,-11,-67,3.0,3e,
109677,,6.0,-91.03167000228352,34.949120729686015,59.09391784667969,23.481481222032848,1724445294076,3.0,-96,-11,-73,3.0,3e,
109678,,6.0,-91.03167000228352,34.949120729686015,59.09391784667969,23.481481222032848,1724445294076,3.0,-109,-12,-87,3.0,3e,
109679,,6.0,-91.03167000228352,34.949120729686015,59.09391784667969,23.481481222032848,1724445294076,3.0,-95,-11,-67,3.0,3e,
109680,,6.0,-91.03167000228352,34.949120729686015,59.09391784667969,23.481481222032848,1724445294076,3.0,-95,-12,-75,3.0,3e,
109681,,6.0,-91.0314574,34.9491859,59.11105346679688,23.5068359375,1724445295078,3.0,-99,-7,-83,3.0,3e,
109682,,6.0,-91.0314574,34.9491859,59.11105346679688,23.5068359375,1724445295078,3.0,-98,-12,-81,3.0,3e,
109683,,6.0,-91.0314574,34.9491859,59.11105346679688,23.5068359375,1724445295078,3.0,-99,-10,-83,3.0,3e,
109684,,6.0,-91.0314574,34.9491859,59.11105346679688,23.5068359375,1724445295078,3.0,-105,-10,-85,3.0,3e,
109685,,6.0,-91.0312521962238,34.94925039246588,59.41031646728516,23.26857187280005,1724445296080,3.0,-98,-12,-81,3.0,3e,
109686,,6.0,-91.0314574,34.9491859,59.11105346679688,23.5068359375,1724445296080,3.0,-105,-10,-85,3.0,3e,
109687,,6.0,-91.0314574,34.9491859,59.11105346679688,23.5068359375,1724445296080,3.0,-99,-7,-83,3.0,3e,
109688,,6.0,-91.0314574,34.9491859,59.11105346679688,23.5068359375,1724445296080,3.0,-99,-10,-83,3.0,3e,
109689,,6.0,-91.0314574,34.9491859,59.11105346679688,23.5068359375,1724445297087,3.0,-98,-8,-81,3.0,3e,
109690,,6.0,-91.0314574,34.9491859,59.11105346679688,23.5068359375,1724445297087,3.0,-103,-9,-85,3.0,3e,
109691,,6.0,-91.0314574,34.9491859,59.11105346679688,23.5068359375,1724445297087,3.0,-99,-13,-71,3.0,3e,
109692,,6.0,-91.0314574,34.9491859,59.11105346679688,23.5068359375,1724445297087,3.0,-97,-9,-81,3.0,3e,
109693,,6.0,-91.03119375063989,34.94926876103538,59.46642303466797,23.20071014705959,1724445298088,3.0,-99,-13,-71,3.0,3e,
109694,,6.0,-91.0314574,34.9491859,59.11105346679688,23.5068359375,1724445298088,3.0,-103,-9,-85,3.0,3e,
109695,,6.0,-91.0314574,34.9491859,59.11105346679688,23.5068359375,1724445298088,3.0,-97,-9,-81,3.0,3e,
109696,,6.0,-91.0314574,34.9491859,59.11105346679688,23.5068359375,1724445298088,3.0,-98,-8,-81,3.0,3e,
109697,,6.0,-91.0314574,34.9491859,59.11105346679688,23.5068359375,1724445299090,6.0,-112,-14,-77,3.0,3e,
109698,,6.0,-91.0314574,34.9491859,59.11105346679688,23.5068359375,1724445299090,6.0,-109,-12,-77,3.0,3e,
109699,,6.0,-91.0314574,34.9491859,59.11105346679688,23.5068359375,1724445299090,6.0,-112,-11,-83,3.0,3e,
109700,,6.0,-91.0314574,34.9491859,59.11105346679688,23.5068359375,1724445299090,6.0,-112,-12,-81,3.0,3e,
109701,,6.0,-91.0314574,34.9491859,59.11105346679688,23.5068359375,1724445300090,6.0,-112,-11,-83,3.0,3e,
109702,,6.0,-91.0314574,34.9491859,59.11105346679688,23.5068359375,1724445300090,6.0,-112,-12,-81,3.0,3e,
109703,,6.0,-91.0314574,34.9491859,59.11105346679688,23.5068359375,1724445300090,6.0,-112,-14,-77,3.0,3e,
109704,,6.0,-91.0314574,34.9491859,59.11105346679688,23.5068359375,1724445300090,6.0,-109,-12,-77,3.0,3e,
109705,,6.0,-91.0314574,34.9491859,59.11105346679688,23.5068359375,1724445301092,5.0,-113,-12,-91,3.0,3e,
109706,,6.0,-91.0314574,34.9491859,59.11105346679688,23.5068359375,1724445301092,5.0,-111,-11,-93,3.0,3e,
109707,,6.0,-91.0314574,34.9491859,59.11105346679688,23.5068359375,1724445301092,5.0,-110,-13,-79,3.0,3e,
109708,,6.0,-91.0314574,34.9491859,59.11105346679688,23.5068359375,1724445301092,5.0,-106,-12,-81,3.0,3e,
109709,,6.0,-91.0314574,34.9491859,59.11105346679688,23.5068359375,1724445302100,5.0,-113,-12,-91,3.0,3e,
109710,,6.0,-91.0314574,34.9491859,59.11105346679688,23.5068359375,1724445302100,5.0,-111,-11,-93,3.0,3e,
109711,,6.0,-91.0314574,34.9491859,59.11105346679688,23.5068359375,1724445302100,5.0,-110,-13,-79,3.0,3e,
109712,,6.0,-91.0314574,34.9491859,59.11105346679688,23.5068359375,1724445302100,5.0,-106,-12,-81,3.0,3e,
109713,,6.0,-91.0314574,34.9491859,59.11105346679688,23.5068359375,1724445303102,7.0,-117,-13,-93,3.0,3e,
109714,,6.0,-91.0314574,34.9491859,59.11105346679688,23.5068359375,1724445303102,7.0,-116,-15,-89,3.0,3e,
109715,,6.0,-91.0314574,34.9491859,59.11105346679688,23.5068359375,1724445303102,7.0,-104,-10,-85,3.0,3e,
109716,,6.0,-91.0314574,34.9491859,59.11105346679688,23.5068359375,1724445303102,7.0,-114,-15,-81,3.0,3e,
109717,,6.0,-91.02960790368968,34.94976716892148,59.58470916748047,21.359368104860067,1724445304109,7.0,-117,-13,-93,3.0,3e,
109718,,6.0,-91.02960790368968,34.94976716892148,59.58470916748047,21.359368104860067,1724445304109,7.0,-104,-10,-85,3.0,3e,
109719,,6.0,-91.02960790368968,34.94976716892148,59.58470916748047,21.359368104860067,1724445304109,7.0,-116,-15,-89,3.0,3e,
109720,,6.0,-91.02960790368968,34.94976716892148,59.58470916748047,21.359368104860067,1724445304109,7.0,-114,-15,-81,3.0,3e,
109721,,6.0,-91.02775655231788,34.950349020860926,60.37010192871094,19.209746342598628,1724445305107,6.0,-107,-9,-83,3.0,3e,
109722,,6.0,-91.02775655231788,34.950349020860926,60.37010192871094,19.209746342598628,1724445305107,6.0,-110,-15,-75,3.0,3e,
109723,,6.0,-91.02775655231788,34.950349020860926,60.37010192871094,19.209746342598628,1724445305107,6.0,-105,-9,-85,3.0,3e,
109724,,6.0,-91.02775655231788,34.950349020860926,60.37010192871094,19.209746342598628,1724445305107,6.0,-110,-10,-89,3.0,3e,
109725,,6.0,-91.0275358,34.9504184,60.45830154418945,18.9534287176396,1724445306108,6.0,-107,-9,-83,3.0,3e,
109726,,6.0,-91.0275358,34.9504184,60.45830154418945,18.9534287176396,1724445306108,6.0,-105,-9,-85,3.0,3e,
109727,,6.0,-91.0275358,34.9504184,60.45830154418945,18.9534287176396,1724445306108,6.0,-110,-10,-89,3.0,3e,
109728,,6.0,-91.0275358,34.9504184,60.45830154418945,18.9534287176396,1724445306108,6.0,-110,-15,-75,3.0,3e,
109729,,6.0,-91.0275358,34.9504184,60.45830154418945,18.9534287176396,1724445307113,7.0,-116,-12,-95,3.0,3e,
109730,,6.0,-91.0275358,34.9504184,60.45830154418945,18.9534287176396,1724445307113,7.0,-114,-12,-93,3.0,3e,
109731,,6.0,-91.0275358,34.9504184,60.45830154418945,18.9534287176396,1724445307113,7.0,-114,-13,-79,3.0,3e,
109732,,6.0,-91.0275358,34.9504184,60.45830154418945,18.9534287176396,1724445307113,7.0,-106,-8,-89,3.0,3e,
109733,,6.0,-91.02730772126108,34.950482962420786,60.33184051513672,19.095170754502423,1724445308112,7.0,-116,-12,-95,3.0,3e,
109734,,6.0,-91.0275358,34.9504184,60.45830154418945,18.9534287176396,1724445308112,7.0,-106,-8,-89,3.0,3e,
109735,,6.0,-91.0275358,34.9504184,60.45830154418945,18.9534287176396,1724445308112,7.0,-114,-12,-93,3.0,3e,
109736,,6.0,-91.0275358,34.9504184,60.45830154418945,18.9534287176396,1724445308112,7.0,-114,-13,-79,3.0,3e,
109737,,6.0,-91.0275358,34.9504184,60.45830154418945,18.9534287176396,1724445309117,8.0,-119,-12,-97,3.0,3e,
109738,,6.0,-91.0275358,34.9504184,60.45830154418945,18.9534287176396,1724445309117,8.0,-113,-14,-95,3.0,3e,
109739,,6.0,-91.0275358,34.9504184,60.45830154418945,18.9534287176396,1724445309117,8.0,-118,-14,-93,3.0,3e,
109740,,6.0,-91.0275358,34.9504184,60.45830154418945,18.9534287176396,1724445309117,8.0,-119,-15,-87,3.0,3e,
109741,,6.0,-91.0275358,34.9504184,60.45830154418945,18.9534287176396,1724445310124,8.0,-119,-12,-97,3.0,3e,
109742,,6.0,-91.0275358,34.9504184,60.45830154418945,18.9534287176396,1724445310124,8.0,-118,-14,-93,3.0,3e,
109743,,6.0,-91.0275358,34.9504184,60.45830154418945,18.9534287176396,1724445310124,8.0,-119,-15,-87,3.0,3e,
109744,,6.0,-91.0275358,34.9504184,60.45830154418945,18.9534287176396,1724445310124,8.0,-113,-14,-95,3.0,3e,
109745,,6.0,-91.0275358,34.9504184,60.45830154418945,18.9534287176396,1724445311121,8.0,-124,-18,-95,3.0,3e,
109746,,6.0,-91.0275358,34.9504184,60.45830154418945,18.9534287176396,1724445311121,8.0,-119,-13,-97,3.0,3e,
109747,,6.0,-91.0275358,34.9504184,60.45830154418945,18.9534287176396,1724445311121,8.0,-121,-15,-89,3.0,3e,
109748,,6.0,-91.0275358,34.9504184,60.45830154418945,18.9534287176396,1724445311121,8.0,-122,-14,-99,3.0,3e,
109749,,6.0,-91.0275358,34.9504184,60.45830154418945,18.9534287176396,1724445312128,8.0,-124,-18,-95,3.0,3e,
109750,,6.0,-91.0275358,34.9504184,60.45830154418945,18.9534287176396,1724445312128,8.0,-119,-13,-97,3.0,3e,
109751,,6.0,-91.0275358,34.9504184,60.45830154418945,18.9534287176396,1724445312128,8.0,-122,-14,-99,3.0,3e,
109752,,6.0,-91.0275358,34.9504184,60.45830154418945,18.9534287176396,1724445312128,8.0,-121,-15,-89,3.0,3e,
109753,,6.0,-91.02692512896472,34.95059126311091,60.70771408081055,19.33293693837372,1724445313130,7.0,-123,-15,-99,3.0,3e,
109754,,6.0,-91.0275358,34.9504184,60.45830154418945,18.9534287176396,1724445313130,7.0,-120,-16,-93,3.0,3e,
109755,,6.0,-91.0275358,34.9504184,60.45830154418945,18.9534287176396,1724445313130,7.0,-127,-17,-101,3.0,3e,
109756,,6.0,-91.0275358,34.9504184,60.45830154418945,18.9534287176396,1724445313130,7.0,-123,-16,-89,3.0,3e,
109757,,6.0,-91.0275358,34.9504184,60.45830154418945,18.9534287176396,1724445314129,7.0,-123,-15,-99,3.0,3e,
109758,,6.0,-91.0275358,34.9504184,60.45830154418945,18.9534287176396,1724445314129,7.0,-120,-16,-93,3.0,3e,
109759,,6.0,-91.0275358,34.9504184,60.45830154418945,18.9534287176396,1724445314129,7.0,-123,-16,-89,3.0,3e,
109760,,6.0,-91.0275358,34.9504184,60.45830154418945,18.9534287176396,1724445314129,7.0,-127,-17,-101,3.0,3e,
109761,,6.0,-91.02570500579849,34.950936644296576,60.8873405456543,20.09119587840337,1724445315132,8.0,-124,-15,-99,3.0,3e,
109762,,6.0,-91.02570500579849,34.950936644296576,60.8873405456543,20.09119587840337,1724445315132,8.0,-122,-16,-95,3.0,3e,
109763,,6.0,-91.02570500579849,34.950936644296576,60.8873405456543,20.09119587840337,1724445315132,8.0,-127,-19,-91,3.0,3e,
109764,,6.0,-91.02570500579849,34.950936644296576,60.8873405456543,20.09119587840337,1724445315132,8.0,-126,-16,-101,3.0,3e,
109765,,6.0,-91.02383907514258,34.95146483469582,61.20806884765625,21.25079897457574,1724445316141,4.0,-123,-14,-91,3.0,3e,
109766,,6.0,-91.0236449,34.9515198,61.29729843139648,21.3714712492022,1724445317138,4.0,-122,-13,-89,3.0,3e,
109767,,6.0,-91.0236449,34.9515198,61.29729843139648,21.3714712492022,1724445318140,4.0,-122,-13,-89,3.0,3e,
109768,,6.0,-91.0236449,34.9515198,61.29729843139648,21.3714712492022,1724445319146,4.0,-122,-13,-89,3.0,3e,
109769,,6.0,-91.0236449,34.9515198,61.29729843139648,21.3714712492022,1724445320146,3.0,-121,-12,-89,3.0,3e,
109770,,6.0,-91.0236449,34.9515198,61.29729843139648,21.3714712492022,1724445320146,3.0,-122,-16,-97,3.0,3e,
109771,,6.0,-91.0236449,34.9515198,61.29729843139648,21.3714712492022,1724445320146,3.0,-125,-13,-101,3.0,3e,
109772,,6.0,-91.0236449,34.9515198,61.29729843139648,21.3714712492022,1724445320146,3.0,-124,-14,-101,3.0,3e,
109773,,6.0,-91.02335978610542,34.95161106992833,61.76468658447266,21.574598593154203,1724445321147,3.0,-124,-14,-101,3.0,3e,
109774,,6.0,-91.0236449,34.9515198,61.29729843139648,21.3714712492022,1724445321147,3.0,-125,-13,-101,3.0,3e,
109775,,6.0,-91.0236449,34.9515198,61.29729843139648,21.3714712492022,1724445321147,3.0,-122,-16,-97,3.0,3e,
109776,,6.0,-91.0236449,34.9515198,61.29729843139648,21.3714712492022,1724445321147,3.0,-121,-12,-89,3.0,3e,
109777,,6.0,-91.02330319603033,34.95162918539796,61.72969818115234,21.614915785222205,1724445322147,3.0,-124,-12,-101,3.0,3e,
109778,,6.0,-91.0236449,34.9515198,61.29729843139648,21.3714712492022,1724445322147,3.0,-120,-11,-99,3.0,3e,
109779,,6.0,-91.0236449,34.9515198,61.29729843139648,21.3714712492022,1724445322147,3.0,-114,-9,-89,3.0,3e,
109780,,6.0,-91.0236449,34.9515198,61.29729843139648,21.3714712492022,1724445322147,3.0,-117,-13,-91,3.0,3e,
109781,,6.0,-91.0236449,34.9515198,61.29729843139648,21.3714712492022,1724445323149,3.0,-114,-9,-89,3.0,3e,
109782,,6.0,-91.0236449,34.9515198,61.29729843139648,21.3714712492022,1724445323149,3.0,-117,-13,-91,3.0,3e,
109783,,6.0,-91.0236449,34.9515198,61.29729843139648,21.3714712492022,1724445323149,3.0,-120,-11,-99,3.0,3e,
109784,,6.0,-91.0236449,34.9515198,61.29729843139648,21.3714712492022,1724445323149,3.0,-124,-12,-101,3.0,3e,
109785,,6.0,-91.0236449,34.9515198,61.29729843139648,21.3714712492022,1724445324154,3.0,-121,-13,-99,3.0,3e,
109786,,6.0,-91.0236449,34.9515198,61.29729843139648,21.3714712492022,1724445324154,3.0,-117,-11,-97,3.0,3e,
109787,,6.0,-91.0236449,34.9515198,61.29729843139648,21.3714712492022,1724445324154,3.0,-110,-12,-87,3.0,3e,
109788,,6.0,-91.0236449,34.9515198,61.29729843139648,21.3714712492022,1724445324154,3.0,-116,-10,-85,3.0,3e,
109789,,6.0,-91.02278927291924,34.95179370114556,61.69043350219727,21.98105661011268,1724445325156,3.0,-121,-13,-99,3.0,3e,
109790,,6.0,-91.0236449,34.9515198,61.29729843139648,21.3714712492022,1724445325156,3.0,-117,-11,-97,3.0,3e,
109791,,6.0,-91.0236449,34.9515198,61.29729843139648,21.3714712492022,1724445325156,3.0,-116,-10,-85,3.0,3e,
109792,,6.0,-91.0236449,34.9515198,61.29729843139648,21.3714712492022,1724445325156,3.0,-110,-12,-87,3.0,3e,
109793,,6.0,-91.021931938,34.952068149,61.71200180053711,22.59185870827048,1724445326160,5.0,-114,-10,-83,3.0,3e,
109794,,6.0,-91.021931938,34.952068149,61.71200180053711,22.59185870827048,1724445326160,5.0,-111,-12,-89,3.0,3e,
109795,,6.0,-91.021931938,34.952068149,61.71200180053711,22.59185870827048,1724445326160,5.0,-117,-12,-95,3.0,3e,
109796,,6.0,-91.021931938,34.952068149,61.71200180053711,22.59185870827048,1724445326160,5.0,-120,-10,-101,3.0,3e,
109797,,6.0,-91.02019467866668,34.952624276,62.011474609375,23.82955662775107,1724445327161,5.0,-120,-10,-101,3.0,3e,
109798,,6.0,-91.02019467866668,34.952624276,62.011474609375,23.82955662775107,1724445327161,5.0,-111,-12,-89,3.0,3e,
109799,,6.0,-91.02019467866668,34.952624276,62.011474609375,23.82955662775107,1724445327161,5.0,-114,-10,-83,3.0,3e,
109800,,6.0,-91.02019467866668,34.952624276,62.011474609375,23.82955662775107,1724445327161,5.0,-117,-12,-95,3.0,3e,
109801,,6.0,-91.0200003,34.9526865,61.30413818359375,23.9680403110496,1724445328163,3.0,-119,-10,-97,3.0,3e,
109802,,6.0,-91.0200003,34.9526865,61.30413818359375,23.9680403110496,1724445328163,3.0,-115,-11,-97,3.0,3e,
109803,,6.0,-91.0200003,34.9526865,61.30413818359375,23.9680403110496,1724445328163,3.0,-104,-11,-81,3.0,3e,
109804,,6.0,-91.0200003,34.9526865,61.30413818359375,23.9680403110496,1724445328163,3.0,-112,-10,-81,3.0,3e,
109805,,6.0,-91.0200003,34.9526865,61.30413818359375,23.9680403110496,1724445329165,3.0,-119,-10,-97,3.0,3e,
109806,,6.0,-91.0200003,34.9526865,61.30413818359375,23.9680403110496,1724445329165,3.0,-104,-11,-81,3.0,3e,
109807,,6.0,-91.0200003,34.9526865,61.30413818359375,23.9680403110496,1724445329165,3.0,-112,-10,-81,3.0,3e,
109808,,6.0,-91.0200003,34.9526865,61.30413818359375,23.9680403110496,1724445329165,3.0,-115,-11,-97,3.0,3e,
109809,,6.0,-91.0200003,34.9526865,61.30413818359375,23.9680403110496,1724445330169,3.0,-114,-10,-95,3.0,3e,
109810,,6.0,-91.0200003,34.9526865,61.30413818359375,23.9680403110496,1724445330169,3.0,-115,-8,-97,3.0,3e,
109811,,6.0,-91.0200003,34.9526865,61.30413818359375,23.9680403110496,1724445330169,3.0,-104,-10,-81,3.0,3e,
109812,,6.0,-91.0200003,34.9526865,61.30413818359375,23.9680403110496,1724445330169,3.0,-111,-9,-83,3.0,3e,
109813,,6.0,-91.0200003,34.9526865,61.30413818359375,23.9680403110496,1724445331169,3.0,-114,-10,-95,3.0,3e,
109814,,6.0,-91.0200003,34.9526865,61.30413818359375,23.9680403110496,1724445331169,3.0,-111,-9,-83,3.0,3e,
109815,,6.0,-91.0200003,34.9526865,61.30413818359375,23.9680403110496,1724445331169,3.0,-115,-8,-97,3.0,3e,
109816,,6.0,-91.0200003,34.9526865,61.30413818359375,23.9680403110496,1724445331169,3.0,-104,-10,-81,3.0,3e,
