,population_density,rucc,longitude,latitude,elevation,altitude,phone_abs_time,num_seen_cells,rsrp,rsrq,rssi,physiographic_region_provcode,physiographic_region_fencode,cell_tower_distance
109411,,6.0,-91.05634688140752,34.94274446115074,60.74342346191406,19.112124827994226,1724445225916,3.0,-105,-9,-89,3.0,3e,
109412,,6.0,-91.05634688140752,34.94274446115074,60.74342346191406,19.112124827994226,1724445225916,3.0,-109,-9,-87,3.0,3e,
109413,,6.0,-91.05634688140752,34.94274446115074,60.74342346191406,19.112124827994226,1724445225916,3.0,-94,-11,-67,3.0,3e,
109414,,6.0,-91.05634688140752,34.94274446115074,60.74342346191406,19.112124827994226,1724445225916,3.0,-105,-10,-79,3.0,3e,
109415,,6.0,-91.05445467979078,34.94310218820733,58.26042938232422,20.952618877529986,1724445226916,3.0,-98,-9,-79,3.0,3e,
109416,,6.0,-91.05445467979078,34.94310218820733,58.26042938232422,20.952618877529986,1724445226916,3.0,-106,-12,-81,3.0,3e,
109417,,6.0,-91.05445467979078,34.94310218820733,58.26042938232422,20.952618877529986,1724445226916,3.0,-102,-12,-85,3.0,3e,
109418,,6.0,-91.05445467979078,34.94310218820733,58.26042938232422,20.952618877529986,1724445226916,3.0,-89,-10,-61,3.0,3e,
109419,,6.0,-91.0540510771812,34.94317832114094,58.0339469909668,22.15583857665192,1724445227921,3.0,-89,-10,-61,3.0,3e,
109420,,6.0,-91.0540510771812,34.94317832114094,58.0339469909668,22.15583857665192,1724445227921,3.0,-106,-12,-81,3.0,3e,
109421,,6.0,-91.0540510771812,34.94317832114094,58.0339469909668,22.15583857665192,1724445227921,3.0,-102,-12,-85,3.0,3e,
109422,,6.0,-91.0540510771812,34.94317832114094,58.0339469909668,22.15583857665192,1724445227921,3.0,-98,-9,-79,3.0,3e,
109423,,6.0,-91.054048,34.9431789,58.03989791870117,22.1726652217249,1724445228922,2.0,-105,-8,-87,3.0,3e,
109424,,6.0,-91.054048,34.9431789,58.03989791870117,22.1726652217249,1724445228922,2.0,-108,-8,-91,3.0,3e,
109425,,6.0,-91.054048,34.9431789,58.03989791870117,22.1726652217249,1724445228922,2.0,-105,-10,-87,3.0,3e,
109426,,6.0,-91.054048,34.9431789,58.03989791870117,22.1726652217249,1724445228922,2.0,-92,-11,-65,3.0,3e,
109427,,6.0,-91.05382803369578,34.94321868828503,58.80739974975586,22.037516604478387,1724445229930,2.0,-92,-11,-65,3.0,3e,
109428,,6.0,-91.054048,34.9431789,58.03989791870117,22.1726652217249,1724445229930,2.0,-108,-8,-91,3.0,3e,
109429,,6.0,-91.054048,34.9431789,58.03989791870117,22.1726652217249,1724445229930,2.0,-105,-8,-87,3.0,3e,
109430,,6.0,-91.054048,34.9431789,58.03989791870117,22.1726652217249,1724445229930,2.0,-105,-10,-87,3.0,3e,
109431,,6.0,-91.0538028401222,34.94322324538794,58.9174690246582,22.022037521695445,1724445230928,2.0,-90,-10,-63,3.0,3e,
109432,,6.0,-91.054048,34.9431789,58.03989791870117,22.1726652217249,1724445230928,2.0,-106,-11,-81,3.0,3e,
109433,,6.0,-91.054048,34.9431789,58.03989791870117,22.1726652217249,1724445230928,2.0,-104,-9,-75,3.0,3e,
109434,,6.0,-91.054048,34.9431789,58.03989791870117,22.1726652217249,1724445230928,2.0,-101,-8,-69,3.0,3e,
109435,,6.0,-91.054048,34.9431789,58.03989791870117,22.1726652217249,1724445231928,2.0,-101,-8,-69,3.0,3e,
109436,,6.0,-91.054048,34.9431789,58.03989791870117,22.1726652217249,1724445231928,2.0,-106,-11,-81,3.0,3e,
109437,,6.0,-91.054048,34.9431789,58.03989791870117,22.1726652217249,1724445231928,2.0,-90,-10,-63,3.0,3e,
109438,,6.0,-91.054048,34.9431789,58.03989791870117,22.1726652217249,1724445231928,2.0,-104,-9,-75,3.0,3e,
109439,,6.0,-91.054048,34.9431789,58.03989791870117,22.1726652217249,1724445232935,2.0,-99,-11,-77,3.0,3e,
109440,,6.0,-91.054048,34.9431789,58.03989791870117,22.1726652217249,1724445232935,2.0,-89,-10,-63,3.0,3e,
109442,,6.0,-91.054048,34.9431789,58.03989791870117,22.1726652217249,1724445232935,2.0,-100,-9,-83,3.0,3e,
109443,,6.0,-91.0536539460622,34.94325017787344,59.40850448608398,21.930556117773914,1724445233938,2.0,-100,-9,-83,3.0,3e,
109444,,6.0,-91.054048,34.9431789,58.03989791870117,22.1726652217249,1724445233938,2.0,-99,-11,-77,3.0,3e,
109446,,6.0,-91.054048,34.9431789,58.03989791870117,22.1726652217249,1724445233938,2.0,-89,-10,-63,3.0,3e,
109447,,6.0,-91.0535563902542,34.94326782411389,59.35164642333984,21.870617243928685,1724445234939,2.0,-95,-9,-77,3.0,3e,
109448,,6.0,-91.054048,34.9431789,58.03989791870117,22.1726652217249,1724445234939,2.0,-93,-9,-69,3.0,3e,
109449,,6.0,-91.054048,34.9431789,58.03989791870117,22.1726652217249,1724445234939,2.0,-87,-9,-57,3.0,3e,
109450,,6.0,-91.054048,34.9431789,58.03989791870117,22.1726652217249,1724445234939,2.0,-96,-10,-67,3.0,3e,
109451,,6.0,-91.054048,34.9431789,58.03989791870117,22.1726652217249,1724445235945,2.0,-87,-9,-57,3.0,3e,
109452,,6.0,-91.054048,34.9431789,58.03989791870117,22.1726652217249,1724445235945,2.0,-96,-10,-67,3.0,3e,
109453,,6.0,-91.054048,34.9431789,58.03989791870117,22.1726652217249,1724445235945,2.0,-93,-9,-69,3.0,3e,
109454,,6.0,-91.054048,34.9431789,58.03989791870117,22.1726652217249,1724445235945,2.0,-95,-9,-77,3.0,3e,
109455,,6.0,-91.05306404456564,34.94335688134771,57.65142059326172,21.56811709850104,1724445236946,4.0,-86,-9,-59,3.0,3e,
109456,,6.0,-91.054048,34.9431789,58.03989791870117,22.1726652217249,1724445236946,4.0,-90,-9,-69,3.0,3e,
109457,,6.0,-91.054048,34.9431789,58.03989791870117,22.1726652217249,1724445236946,4.0,-91,-8,-73,3.0,3e,
109458,,6.0,-91.054048,34.9431789,58.03989791870117,22.1726652217249,1724445236946,4.0,-93,-8,-75,3.0,3e,
109459,,6.0,-91.05207812318636,34.943535218302515,57.70757675170898,20.96236108691909,1724445237949,4.0,-93,-8,-75,3.0,3e,
109460,,6.0,-91.05207812318636,34.943535218302515,57.70757675170898,20.96236108691909,1724445237949,4.0,-91,-8,-73,3.0,3e,
109461,,6.0,-91.05207812318636,34.943535218302515,57.70757675170898,20.96236108691909,1724445237949,4.0,-90,-9,-69,3.0,3e,
109462,,6.0,-91.05207812318636,34.943535218302515,57.70757675170898,20.96236108691909,1724445237949,4.0,-86,-9,-59,3.0,3e,
109463,,6.0,-91.05009234423898,34.94389441303935,58.87419128417969,19.742286585737457,1724445238948,1.0,-88,-13,-63,3.0,3e,
109464,,6.0,-91.0498558,34.9439372,58.90323257446289,19.596952385897,1724445239954,1.0,-88,-13,-63,3.0,3e,
109465,,6.0,-91.049668157887,34.94397543907863,59.12897491455078,19.58985394232121,1724445240951,3.0,-91,-10,-67,3.0,3e,
109466,,6.0,-91.0498558,34.9439372,58.90323257446289,19.596952385897,1724445240951,3.0,-85,-9,-65,3.0,3e,
109467,,6.0,-91.0498558,34.9439372,58.90323257446289,19.596952385897,1724445240951,3.0,-92,-11,-67,3.0,3e,
109468,,6.0,-91.0498558,34.9439372,58.90323257446289,19.596952385897,1724445240951,3.0,-96,-8,-77,3.0,3e,
109469,,6.0,-91.0498558,34.9439372,58.90323257446289,19.596952385897,1724445241960,3.0,-92,-11,-67,3.0,3e,
109470,,6.0,-91.0498558,34.9439372,58.90323257446289,19.596952385897,1724445241960,3.0,-85,-9,-65,3.0,3e,
109471,,6.0,-91.0498558,34.9439372,58.90323257446289,19.596952385897,1724445241960,3.0,-91,-10,-67,3.0,3e,
109472,,6.0,-91.0498558,34.9439372,58.90323257446289,19.596952385897,1724445241960,3.0,-96,-8,-77,3.0,3e,
109473,,6.0,-91.0498558,34.9439372,58.90323257446289,19.596952385897,1724445242959,4.0,-93,-11,-71,3.0,3e,
109474,,6.0,-91.0498558,34.9439372,58.90323257446289,19.596952385897,1724445242959,4.0,-91,-9,-67,3.0,3e,
109475,,6.0,-91.0498558,34.9439372,58.90323257446289,19.596952385897,1724445242959,4.0,-93,-11,-73,3.0,3e,
109476,,6.0,-91.0498558,34.9439372,58.90323257446289,19.596952385897,1724445242959,4.0,-88,-10,-67,3.0,3e,
109477,,6.0,-91.0498558,34.9439372,58.90323257446289,19.596952385897,1724445243967,4.0,-93,-11,-71,3.0,3e,
109478,,6.0,-91.0498558,34.9439372,58.90323257446289,19.596952385897,1724445243967,4.0,-93,-11,-73,3.0,3e,
109479,,6.0,-91.0498558,34.9439372,58.90323257446289,19.596952385897,1724445243967,4.0,-88,-10,-67,3.0,3e,
109480,,6.0,-91.0498558,34.9439372,58.90323257446289,19.596952385897,1724445243967,4.0,-91,-9,-67,3.0,3e,
109481,,6.0,-91.04951638051077,34.944006369379565,58.79193496704102,19.584112250734687,1724445244968,4.0,-98,-11,-79,3.0,3e,
109482,,6.0,-91.0498558,34.9439372,58.90323257446289,19.596952385897,1724445244968,4.0,-94,-8,-77,3.0,3e,
109483,,6.0,-91.0498558,34.9439372,58.90323257446289,19.596952385897,1724445244968,4.0,-88,-10,-67,3.0,3e,
109484,,6.0,-91.0498558,34.9439372,58.90323257446289,19.596952385897,1724445244968,4.0,-90,-8,-65,3.0,3e,
109485,,6.0,-91.0498558,34.9439372,58.90323257446289,19.596952385897,1724445245969,4.0,-98,-11,-79,3.0,3e,
109486,,6.0,-91.0498558,34.9439372,58.90323257446289,19.596952385897,1724445245969,4.0,-94,-8,-77,3.0,3e,
109487,,6.0,-91.0498558,34.9439372,58.90323257446289,19.596952385897,1724445245969,4.0,-88,-10,-67,3.0,3e,
109488,,6.0,-91.0498558,34.9439372,58.90323257446289,19.596952385897,1724445245969,4.0,-90,-8,-65,3.0,3e,
109489,,6.0,-91.0498558,34.9439372,58.90323257446289,19.596952385897,1724445246970,3.0,-96,-10,-73,3.0,3e,
109490,,6.0,-91.0498558,34.9439372,58.90323257446289,19.596952385897,1724445246970,3.0,-94,-9,-73,3.0,3e,
109491,,6.0,-91.0498558,34.9439372,58.90323257446289,19.596952385897,1724445246970,3.0,-91,-8,-73,3.0,3e,
109492,,6.0,-91.0498558,34.9439372,58.90323257446289,19.596952385897,1724445246970,3.0,-91,-9,-63,3.0,3e,
109493,,6.0,-91.0498558,34.9439372,58.90323257446289,19.596952385897,1724445247972,3.0,-96,-10,-73,3.0,3e,
109494,,6.0,-91.0498558,34.9439372,58.90323257446289,19.596952385897,1724445247972,3.0,-91,-8,-73,3.0,3e,
109495,,6.0,-91.0498558,34.9439372,58.90323257446289,19.596952385897,1724445247972,3.0,-91,-9,-63,3.0,3e,
109496,,6.0,-91.0498558,34.9439372,58.90323257446289,19.596952385897,1724445247972,3.0,-94,-9,-73,3.0,3e,
109497,,6.0,-91.04815836347332,34.94428311599811,59.32373428344727,19.532738882777583,1724445248973,3.0,-96,-10,-73,3.0,3e,
109498,,6.0,-91.04815836347332,34.94428311599811,59.32373428344727,19.532738882777583,1724445248973,3.0,-94,-9,-73,3.0,3e,
109499,,6.0,-91.04815836347332,34.94428311599811,59.32373428344727,19.532738882777583,1724445248973,3.0,-91,-8,-73,3.0,3e,
109500,,6.0,-91.04815836347332,34.94428311599811,59.32373428344727,19.532738882777583,1724445248973,3.0,-91,-9,-63,3.0,3e,
109501,,6.0,-91.04644378112316,34.944632526097216,61.50406265258789,19.467876758414533,1724445249973,3.0,-91,-10,-65,3.0,3e,
109502,,6.0,-91.04644378112316,34.944632526097216,61.50406265258789,19.467876758414533,1724445249973,3.0,-94,-8,-75,3.0,3e,
109503,,6.0,-91.04644378112316,34.944632526097216,61.50406265258789,19.467876758414533,1724445249973,3.0,-96,-10,-77,3.0,3e,
109504,,6.0,-91.04644378112316,34.944632526097216,61.50406265258789,19.467876758414533,1724445249973,3.0,-98,-11,-75,3.0,3e,
109505,,6.0,-91.0462226,34.9446776,61.62495040893555,19.4595095443717,1724445250975,3.0,-98,-11,-75,3.0,3e,
109506,,6.0,-91.0462226,34.9446776,61.62495040893555,19.4595095443717,1724445250975,3.0,-96,-10,-77,3.0,3e,
109507,,6.0,-91.0462226,34.9446776,61.62495040893555,19.4595095443717,1724445250975,3.0,-91,-10,-65,3.0,3e,
109508,,6.0,-91.0462226,34.9446776,61.62495040893555,19.4595095443717,1724445250975,3.0,-94,-8,-75,3.0,3e,
109509,,6.0,-91.0462226,34.9446776,61.62495040893555,19.4595095443717,1724445251977,3.0,-97,-8,-79,3.0,3e,
109510,,6.0,-91.0462226,34.9446776,61.62495040893555,19.4595095443717,1724445251977,3.0,-98,-9,-81,3.0,3e,
109511,,6.0,-91.0462226,34.9446776,61.62495040893555,19.4595095443717,1724445251977,3.0,-95,-9,-71,3.0,3e,
109512,,6.0,-91.0462226,34.9446776,61.62495040893555,19.4595095443717,1724445251977,3.0,-97,-9,-71,3.0,3e,
109513,,6.0,-91.0462226,34.9446776,61.62495040893555,19.4595095443717,1724445252977,3.0,-97,-8,-79,3.0,3e,
109514,,6.0,-91.0462226,34.9446776,61.62495040893555,19.4595095443717,1724445252977,3.0,-98,-9,-81,3.0,3e,
109515,,6.0,-91.0462226,34.9446776,61.62495040893555,19.4595095443717,1724445252977,3.0,-95,-9,-71,3.0,3e,
109516,,6.0,-91.0462226,34.9446776,61.62495040893555,19.4595095443717,1724445252977,3.0,-97,-9,-71,3.0,3e,
109517,,6.0,-91.0462226,34.9446776,61.62495040893555,19.4595095443717,1724445253984,4.0,-104,-9,-85,3.0,3e,
109518,,6.0,-91.0462226,34.9446776,61.62495040893555,19.4595095443717,1724445253984,4.0,-103,-9,-83,3.0,3e,
109519,,6.0,-91.0462226,34.9446776,61.62495040893555,19.4595095443717,1724445253984,4.0,-108,-10,-91,3.0,3e,
109520,,6.0,-91.0462226,34.9446776,61.62495040893555,19.4595095443717,1724445253984,4.0,-104,-10,-81,3.0,3e,
109521,,6.0,-91.0462226,34.9446776,61.62495040893555,19.4595095443717,1724445254992,4.0,-104,-9,-85,3.0,3e,
109522,,6.0,-91.0462226,34.9446776,61.62495040893555,19.4595095443717,1724445254992,4.0,-108,-10,-91,3.0,3e,
109523,,6.0,-91.0462226,34.9446776,61.62495040893555,19.4595095443717,1724445254992,4.0,-103,-9,-83,3.0,3e,
109524,,6.0,-91.0462226,34.9446776,61.62495040893555,19.4595095443717,1724445254992,4.0,-104,-10,-81,3.0,3e,
109525,,6.0,-91.0462226,34.9446776,61.62495040893555,19.4595095443717,1724445255987,5.0,-104,-11,-81,3.0,3e,
109526,,6.0,-91.0462226,34.9446776,61.62495040893555,19.4595095443717,1724445255987,5.0,-106,-11,-83,3.0,3e,
109527,,6.0,-91.0462226,34.9446776,61.62495040893555,19.4595095443717,1724445255987,5.0,-97,-10,-65,3.0,3e,
109528,,6.0,-91.0462226,34.9446776,61.62495040893555,19.4595095443717,1724445255987,5.0,-98,-7,-79,3.0,3e,
109529,,6.0,-91.04581798433703,34.94479889480764,61.96437072753906,19.469385744911143,1724445256986,5.0,-104,-11,-81,3.0,3e,
109530,,6.0,-91.0462226,34.9446776,61.62495040893555,19.4595095443717,1724445256986,5.0,-98,-7,-79,3.0,3e,
109531,,6.0,-91.0462226,34.9446776,61.62495040893555,19.4595095443717,1724445256986,5.0,-106,-11,-83,3.0,3e,
109532,,6.0,-91.0462226,34.9446776,61.62495040893555,19.4595095443717,1724445256986,5.0,-97,-10,-65,3.0,3e,
109533,,6.0,-91.0462226,34.9446776,61.62495040893555,19.4595095443717,1724445257992,5.0,-104,-11,-81,3.0,3e,
109534,,6.0,-91.0462226,34.9446776,61.62495040893555,19.4595095443717,1724445257992,5.0,-98,-7,-79,3.0,3e,
109535,,6.0,-91.0462226,34.9446776,61.62495040893555,19.4595095443717,1724445257992,5.0,-106,-11,-83,3.0,3e,
109536,,6.0,-91.0462226,34.9446776,61.62495040893555,19.4595095443717,1724445257992,5.0,-97,-10,-65,3.0,3e,
109537,,6.0,-91.0462226,34.9446776,61.62495040893555,19.4595095443717,1724445258996,5.0,-97,-9,-81,3.0,3e,
109538,,6.0,-91.0462226,34.9446776,61.62495040893555,19.4595095443717,1724445258996,5.0,-87,-11,-59,3.0,3e,
109539,,6.0,-91.0462226,34.9446776,61.62495040893555,19.4595095443717,1724445258996,5.0,-88,-9,-71,3.0,3e,
109540,,6.0,-91.0462226,34.9446776,61.62495040893555,19.4595095443717,1724445258996,5.0,-105,-9,-85,3.0,3e,
109541,,6.0,-91.0445980620379,34.94516460047393,60.42255783081055,19.499162637828864,1724445259998,5.0,-97,-9,-81,3.0,3e,
109542,,6.0,-91.0445980620379,34.94516460047393,60.42255783081055,19.499162637828864,1724445259998,5.0,-87,-11,-59,3.0,3e,
109543,,6.0,-91.0445980620379,34.94516460047393,60.42255783081055,19.499162637828864,1724445259998,5.0,-105,-9,-85,3.0,3e,
109544,,6.0,-91.0445980620379,34.94516460047393,60.42255783081055,19.499162637828864,1724445259998,5.0,-88,-9,-71,3.0,3e,
109545,,6.0,-91.04295217018957,34.94565800236967,60.79635238647461,19.5393369549614,1724445261000,5.0,-98,-10,-79,3.0,3e,
109546,,6.0,-91.04295217018957,34.94565800236967,60.79635238647461,19.5393369549614,1724445261000,5.0,-88,-11,-65,3.0,3e,
109547,,6.0,-91.04295217018957,34.94565800236967,60.79635238647461,19.5393369549614,1724445261000,5.0,-103,-9,-77,3.0,3e,
109548,,6.0,-91.04295217018957,34.94565800236967,60.79635238647461,19.5393369549614,1724445261000,5.0,-87,-11,-61,3.0,3e,
109549,,6.0,-91.0427567,34.9457166,60.8565559387207,19.5441081562975,1724445262012,5.0,-98,-10,-79,3.0,3e,
109550,,6.0,-91.0427567,34.9457166,60.8565559387207,19.5441081562975,1724445262012,5.0,-87,-11,-61,3.0,3e,
109551,,6.0,-91.0427567,34.9457166,60.8565559387207,19.5441081562975,1724445262012,5.0,-88,-11,-65,3.0,3e,
109552,,6.0,-91.0427567,34.9457166,60.8565559387207,19.5441081562975,1724445262012,5.0,-103,-9,-77,3.0,3e,
109553,,6.0,-91.04256866715096,34.94577417383039,60.99158096313477,19.792027949377964,1724445263010,3.0,-93,-8,-75,3.0,3e,
109554,,6.0,-91.0427567,34.9457166,60.8565559387207,19.5441081562975,1724445263010,3.0,-99,-8,-81,3.0,3e,
109555,,6.0,-91.0427567,34.9457166,60.8565559387207,19.5441081562975,1724445263010,3.0,-88,-10,-65,3.0,3e,
109556,,6.0,-91.0427567,34.9457166,60.8565559387207,19.5441081562975,1724445263010,3.0,-90,-10,-69,3.0,3e,
109557,,6.0,-91.0427567,34.9457166,60.8565559387207,19.5441081562975,1724445264010,3.0,-93,-8,-75,3.0,3e,
109558,,6.0,-91.0427567,34.9457166,60.8565559387207,19.5441081562975,1724445264010,3.0,-90,-10,-69,3.0,3e,
109559,,6.0,-91.0427567,34.9457166,60.8565559387207,19.5441081562975,1724445264010,3.0,-99,-8,-81,3.0,3e,
109560,,6.0,-91.0427567,34.9457166,60.8565559387207,19.5441081562975,1724445264010,3.0,-88,-10,-65,3.0,3e,
109561,,6.0,-91.0427567,34.9457166,60.8565559387207,19.5441081562975,1724445265012,3.0,-93,-8,-75,3.0,3e,
109562,,6.0,-91.0427567,34.9457166,60.8565559387207,19.5441081562975,1724445265012,3.0,-90,-10,-69,3.0,3e,
109563,,6.0,-91.0427567,34.9457166,60.8565559387207,19.5441081562975,1724445265012,3.0,-99,-8,-81,3.0,3e,
109564,,6.0,-91.0427567,34.9457166,60.8565559387207,19.5441081562975,1724445265012,3.0,-88,-10,-65,3.0,3e,
109565,,6.0,-91.0427567,34.9457166,60.8565559387207,19.5441081562975,1724445266010,2.0,-90,-8,-71,3.0,3e,
109566,,6.0,-91.0427567,34.9457166,60.8565559387207,19.5441081562975,1724445266010,2.0,-92,-9,-77,3.0,3e,
109567,,6.0,-91.0427567,34.9457166,60.8565559387207,19.5441081562975,1724445266010,2.0,-98,-8,-81,3.0,3e,
109568,,6.0,-91.0427567,34.9457166,60.8565559387207,19.5441081562975,1724445266010,2.0,-90,-9,-67,3.0,3e,
109569,,6.0,-91.04241805860958,34.94582028870159,61.43354034423828,19.99060409497204,1724445267010,2.0,-90,-9,-67,3.0,3e,
109570,,6.0,-91.0427567,34.9457166,60.8565559387207,19.5441081562975,1724445267010,2.0,-98,-8,-81,3.0,3e,
109571,,6.0,-91.0427567,34.9457166,60.8565559387207,19.5441081562975,1724445267010,2.0,-92,-9,-77,3.0,3e,
109572,,6.0,-91.0427567,34.9457166,60.8565559387207,19.5441081562975,1724445267010,2.0,-90,-8,-71,3.0,3e,
109573,,6.0,-91.0427567,34.9457166,60.8565559387207,19.5441081562975,1724445268019,3.0,-95,-7,-79,3.0,3e,
109574,,6.0,-91.0427567,34.9457166,60.8565559387207,19.5441081562975,1724445268019,3.0,-89,-12,-65,3.0,3e,
109575,,6.0,-91.0427567,34.9457166,60.8565559387207,19.5441081562975,1724445268019,3.0,-92,-9,-73,3.0,3e,
109576,,6.0,-91.0427567,34.9457166,60.8565559387207,19.5441081562975,1724445268019,3.0,-104,-10,-83,3.0,3e,
109577,,6.0,-91.04218939892738,34.94589030207334,61.17172622680664,20.29209003951221,1724445269023,3.0,-89,-12,-65,3.0,3e,
109578,,6.0,-91.0427567,34.9457166,60.8565559387207,19.5441081562975,1724445269023,3.0,-104,-10,-83,3.0,3e,
109579,,6.0,-91.0427567,34.9457166,60.8565559387207,19.5441081562975,1724445269023,3.0,-92,-9,-73,3.0,3e,
109580,,6.0,-91.0427567,34.9457166,60.8565559387207,19.5441081562975,1724445269023,3.0,-95,-7,-79,3.0,3e,
109581,,6.0,-91.0427567,34.9457166,60.8565559387207,19.5441081562975,1724445270021,3.0,-100,-8,-85,3.0,3e,
109582,,6.0,-91.0427567,34.9457166,60.8565559387207,19.5441081562975,1724445270021,3.0,-110,-11,-89,3.0,3e,
109583,,6.0,-91.0427567,34.9457166,60.8565559387207,19.5441081562975,1724445270021,3.0,-101,-12,-77,3.0,3e,
109584,,6.0,-91.0427567,34.9457166,60.8565559387207,19.5441081562975,1724445270021,3.0,-101,-8,-85,3.0,3e,
109585,,6.0,-91.04105875206848,34.94623649514978,60.46439743041992,21.782838792811656,1724445271024,3.0,-100,-8,-85,3.0,3e,
109586,,6.0,-91.04105875206848,34.94623649514978,60.46439743041992,21.782838792811656,1724445271024,3.0,-101,-8,-85,3.0,3e,
109587,,6.0,-91.04105875206848,34.94623649514978,60.46439743041992,21.782838792811656,1724445271024,3.0,-110,-11,-89,3.0,3e,
109588,,6.0,-91.04105875206848,34.94623649514978,60.46439743041992,21.782838792811656,1724445271024,3.0,-101,-12,-77,3.0,3e,
109589,,6.0,-91.03933848530671,34.946763224108416,59.78389739990234,24.05099662677241,1724445272026,3.0,-110,-12,-85,3.0,3e,
109590,,6.0,-91.03933848530671,34.946763224108416,59.78389739990234,24.05099662677241,1724445272026,3.0,-112,-11,-91,3.0,3e,
109591,,6.0,-91.03933848530671,34.946763224108416,59.78389739990234,24.05099662677241,1724445272026,3.0,-106,-13,-81,3.0,3e,
109592,,6.0,-91.03933848530671,34.946763224108416,59.78389739990234,24.05099662677241,1724445272026,3.0,-105,-11,-77,3.0,3e,
109593,,6.0,-91.0391462,34.9468221,59.8831901550293,24.3045232509277,1724445273026,3.0,-110,-12,-85,3.0,3e,
109594,,6.0,-91.0391462,34.9468221,59.8831901550293,24.3045232509277,1724445273026,3.0,-106,-13,-81,3.0,3e,
109595,,6.0,-91.0391462,34.9468221,59.8831901550293,24.3045232509277,1724445273026,3.0,-112,-11,-91,3.0,3e,
109596,,6.0,-91.0391462,34.9468221,59.8831901550293,24.3045232509277,1724445273026,3.0,-105,-11,-77,3.0,3e,
109597,,6.0,-91.0391462,34.9468221,59.8831901550293,24.3045232509277,1724445274033,5.0,-110,-10,-85,3.0,3e,
109598,,6.0,-91.0391462,34.9468221,59.8831901550293,24.3045232509277,1724445274033,5.0,-107,-11,-87,3.0,3e,
109599,,6.0,-91.0391462,34.9468221,59.8831901550293,24.3045232509277,1724445274033,5.0,-113,-12,-91,3.0,3e,
109600,,6.0,-91.0391462,34.9468221,59.8831901550293,24.3045232509277,1724445274033,5.0,-107,-11,-81,3.0,3e,
109601,,6.0,-91.03892383113036,34.946890667828065,60.21337127685547,24.23077877890252,1724445275035,5.0,-110,-10,-85,3.0,3e,
109602,,6.0,-91.0391462,34.9468221,59.8831901550293,24.3045232509277,1724445275035,5.0,-107,-11,-87,3.0,3e,
109603,,6.0,-91.0391462,34.9468221,59.8831901550293,24.3045232509277,1724445275035,5.0,-107,-11,-81,3.0,3e,
109604,,6.0,-91.0391462,34.9468221,59.8831901550293,24.3045232509277,1724445275035,5.0,-113,-12,-91,3.0,3e,
109605,,6.0,-91.03889205961924,34.94690046462882,60.18154525756836,24.220242352128068,1724445276037,6.0,-102,-11,-71,3.0,3e,
109606,,6.0,-91.0391462,34.9468221,59.8831901550293,24.3045232509277,1724445276037,6.0,-112,-12,-89,3.0,3e,
109607,,6.0,-91.0391462,34.9468221,59.8831901550293,24.3045232509277,1724445276037,6.0,-105,-14,-81,3.0,3e,
109608,,6.0,-91.0391462,34.9468221,59.8831901550293,24.3045232509277,1724445276037,6.0,-106,-10,-85,3.0,3e,
109609,,6.0,-91.0391462,34.9468221,59.8831901550293,24.3045232509277,1724445277041,6.0,-112,-12,-89,3.0,3e,
109610,,6.0,-91.0391462,34.9468221,59.8831901550293,24.3045232509277,1724445277041,6.0,-105,-14,-81,3.0,3e,
109611,,6.0,-91.0391462,34.9468221,59.8831901550293,24.3045232509277,1724445277041,6.0,-106,-10,-85,3.0,3e,
109612,,6.0,-91.0391462,34.9468221,59.8831901550293,24.3045232509277,1724445277041,6.0,-102,-11,-71,3.0,3e,
109613,,6.0,-91.0387909515414,34.94693164148064,60.20809555053711,24.186711751242463,1724445278041,8.0,-95,-12,-71,3.0,3e,
109614,,6.0,-91.0391462,34.9468221,59.8831901550293,24.3045232509277,1724445278041,8.0,-92,-11,-67,3.0,3e,
109615,,6.0,-91.0391462,34.9468221,59.8831901550293,24.3045232509277,1724445278041,8.0,-95,-14,-67,3.0,3e,
109616,,6.0,-91.0391462,34.9468221,59.8831901550293,24.3045232509277,1724445278041,8.0,-106,-8,-87,3.0,3e,
109617,,6.0,-91.0391462,34.9468221,59.8831901550293,24.3045232509277,1724445279044,8.0,-95,-12,-71,3.0,3e,
109618,,6.0,-91.0391462,34.9468221,59.8831901550293,24.3045232509277,1724445279044,8.0,-95,-14,-67,3.0,3e,
109619,,6.0,-91.0391462,34.9468221,59.8831901550293,24.3045232509277,1724445279044,8.0,-106,-8,-87,3.0,3e,
109620,,6.0,-91.0391462,34.9468221,59.8831901550293,24.3045232509277,1724445279044,8.0,-92,-11,-67,3.0,3e,
109621,,6.0,-91.0391462,34.9468221,59.8831901550293,24.3045232509277,1724445280044,8.0,-93,-7,-67,3.0,3e,
109622,,6.0,-91.0391462,34.9468221,59.8831901550293,24.3045232509277,1724445280044,8.0,-95,-13,-63,3.0,3e,
109623,,6.0,-91.0391462,34.9468221,59.8831901550293,24.3045232509277,1724445280044,8.0,-104,-9,-73,3.0,3e,
109624,,6.0,-91.0391462,34.9468221,59.8831901550293,24.3045232509277,1724445280044,8.0,-93,-10,-69,3.0,3e,
109625,,6.0,-91.0391462,34.9468221,59.8831901550293,24.3045232509277,1724445281050,8.0,-93,-7,-67,3.0,3e,
109626,,6.0,-91.0391462,34.9468221,59.8831901550293,24.3045232509277,1724445281050,8.0,-93,-10,-69,3.0,3e,
