start_gps,end_gps,start_census_tract_id,association_length,end_census_tract_id,population_density,associated_pci
"(32.84544619995263, -96.58223360099478, 2)","(32.846118408574135, -96.58054201994317, 2)",48113018132,0.1750282379845017,48113018132,3869.35,310
"(32.846118408574135, -96.58054201994317, 2)","(32.8461969, -96.5803445, 2)",48113018132,0.02043735879024574,48113018132,3869.35,65
"(32.8461969, -96.5803445, 2)","(32.8490577, -96.573136, 2)",48113018132,0.7457109643954525,48113018132,3869.35,156
"(32.8490577, -96.573136, 2)","(32.8560776, -96.5557589, 2)",48113018132,1.8038136943609673,48113018141,,335
"(32.8560776, -96.5557589, 2)","(32.8560776, -96.5557589, 2)",48113018141,0.0,48113018141,4456.43,394
"(32.8560776, -96.5557589, 2)","(32.86442271346978, -96.54448685440266, 2)",48113018141,1.4081439799535735,48113018141,4456.43,329
"(32.86442271346978, -96.54448685440266, 2)","(32.8691364, -96.5346709, 2)",48113018141,1.0584683737058476,48113018141,4456.43,453
"(32.8691364, -96.5346709, 2)","(32.8706167, -96.5313604, 2)",48113018141,0.35063672021455783,48113018141,4456.43,68
"(32.8706167, -96.5313604, 2)","(32.8722155, -96.5276719, 2)",48113018141,0.3880760457877353,48113018141,4456.43,179
"(32.8722155, -96.5276719, 2)","(32.8767544, -96.5174842, 2)",48113018141,1.0782547817765717,48397040510,,68
"(32.8767544, -96.5174842, 2)","(32.87831764582339, -96.5143642954654, 2)",48397040510,0.33956036144356694,48397040510,2786.2,211
"(32.87831764582339, -96.5143642954654, 2)","(32.888111, -96.4933667, 2)",48397040510,2.2452375328422716,48397040510,2786.2,197
"(32.888111, -96.4933667, 2)","(32.8938862, -96.4803943, 2)",48397040510,1.373036998475265,48397040510,2786.2,149
"(32.8938862, -96.4803943, 2)","(32.8938862, -96.4803943, 2)",48397040510,0.0,48397040510,2786.2,380
"(32.8938862, -96.4803943, 2)","(32.89522164775977, -96.47644289151572, 2)",48397040510,0.3982723868697927,48397040510,2786.2,32
"(32.89522164775977, -96.47644289151572, 2)","(32.8978266360687, -96.4672102558206, 2)",48397040510,0.9109533870653986,48397040503,,149
