ci,mcc,mnc,tac,lat,lon,range
199373841,310,410,9871,36.061593,-80.274117,1000.0
199373998,310,410,9871,-1.0,-1.0,-1.0
199373996,310,410,9871,-1.0,-1.0,-1.0
199373997,310,410,9871,-1.0,-1.0,-1.0
199483821,310,410,9871,-1.0,-1.0,-1.0
199424942,310,410,9871,36.040413,-80.255928,1000.0
199318444,310,410,9871,-1.0,-1.0,-1.0
199507116,310,410,9871,-1.0,-1.0,-1.0
197890584,310,410,9871,36.061612,-80.190881,7527.0
199401111,310,410,9871,-1.0,-1.0,-1.0
199507093,310,410,9871,-1.0,-1.0,-1.0
199401109,310,410,9871,-1.0,-1.0,-1.0
199401110,310,410,9871,-1.0,-1.0,-1.0
199191191,310,410,9879,-1.0,-1.0,-1.0
197911050,310,410,9879,36.07607,-80.128578,9487.0
197911049,310,410,9879,36.074932,-80.123876,9107.0
197893898,310,410,9879,36.079832,-80.008345,9911.0
197890569,310,410,9871,36.071475,-80.151316,3116.0
197893897,310,410,9879,36.083267,-80.078795,11069.0
199527575,310,410,9866,-1.0,-1.0,-1.0
199527574,310,410,9866,36.063911,-79.530225,1000.0
199373207,310,410,9866,36.063617,-79.531803,6547.0
197991433,310,410,9866,36.062989,-79.538965,2310.0
198144265,310,410,9866,36.067158,-79.50567,2278.0
198145546,310,410,9866,36.06975,-79.4946,20256.0
198147338,310,410,9866,36.067181,-79.475283,1127.0
198147336,310,410,9866,36.064851,-79.453036,3884.0
198151434,310,410,9866,36.063078,-79.43756,4067.0
198151433,310,410,9866,36.063655,-79.4239,1813.0
199629839,310,410,9866,36.061555,-79.410332,7732.0
199630017,310,410,9866,-1.0,-1.0,-1.0
199630018,310,410,9866,36.062873,-79.384514,1000.0
199399363,310,410,9866,36.068408,-79.365589,1178.0
199399362,310,410,9866,36.067967,-79.337758,1406.0
198144777,310,410,9866,36.066046,-79.334437,2831.0
198154507,310,410,9866,36.066507,-79.315705,920.0
198154504,310,410,9866,36.068617,-79.30243,1000.0
198154505,310,410,9866,36.067108,-79.293986,1150.0
195271861,310,410,9988,36.070495,-79.281357,15310.0
195271831,310,410,9988,36.072721,-79.270112,6425.0
195271859,310,410,9988,36.076003,-79.260356,1119.0
194751155,310,410,9988,36.078483,-79.216794,1000.0
195390993,310,410,9988,36.075711,-79.194548,2412.0
196542992,310,410,9988,36.077563,-79.208958,747.0
195390986,310,410,9988,36.076012,-79.196653,2415.0
195390985,310,410,9988,36.071477,-79.160958,4135.0
194663946,310,410,9988,36.060829,-79.133607,1637.0
194958353,310,410,9988,36.041614,-79.113157,8105.0
194958346,310,410,9988,36.042258,-79.110884,1173.0
194958344,310,410,9988,36.035492,-79.096523,1605.0
194958352,310,410,9988,36.030269,-79.091676,7892.0
195731471,310,410,9988,36.01277,-79.086311,6973.0
196732433,310,410,9988,36.019462,-79.0879,6859.0
195731464,310,410,9988,36.012145,-79.084318,2348.0
195731465,310,410,9988,35.992219,-79.075707,683.0
194681864,310,410,9988,35.971052,-79.056852,2455.0
194669071,310,410,9988,35.983249,-79.073503,870.0
194669072,310,410,9988,35.972634,-79.061508,9094.0
196985871,310,410,9988,35.96595,-79.041468,9766.0
197116845,310,410,9995,35.827128,-78.755446,1134.0
197014188,310,410,9995,35.823651,-78.749241,1123.0
197014189,310,410,9995,35.817361,-78.741603,8921.0
197014190,310,410,9995,35.811274,-78.738925,1000.0
196632748,310,410,9995,35.806609,-78.736705,1251.0
196632750,310,410,9995,35.796817,-78.743062,1882.0
196886188,310,410,9995,35.795251,-78.743493,1000.0
196886189,310,410,9995,35.786439,-78.747077,2348.0
196883628,310,410,9995,35.772387,-78.741105,5901.0
196883630,310,410,9995,35.757964,-78.740529,9203.0
195255313,310,410,9995,35.767867,-78.731623,1504.0
196883471,310,410,9995,35.774508,-78.742907,1316.0
196883473,310,410,9995,35.766612,-78.738358,774.0
197011471,310,410,9995,35.865633,-78.825808,6021.0
197111982,310,410,9995,35.762004,-78.737651,942.0
197011629,310,410,9995,35.753119,-78.742879,8620.0
197011628,310,410,9995,35.762509,-78.745059,1000.0
195255311,310,410,9995,35.776484,-78.710705,720.0
195255304,310,410,9995,35.777165,-78.710078,4287.0
194694666,310,410,9995,35.782563,-78.702964,5257.0
194694665,310,410,9995,35.786528,-78.698472,5853.0
194571786,310,410,9995,35.780523,-78.710005,8073.0
120537880,310,410,33028,36.704681,-108.02639,1000.0
120538136,310,410,33028,-1.0,-1.0,-1.0
120391959,310,410,33028,36.701214,-108.036499,1000.0
120546071,310,410,33028,36.543903,-107.970711,1000.0
120538337,310,410,33028,-1.0,-1.0,-1.0
120546272,310,410,33028,-1.0,-1.0,-1.0
120392160,310,410,33028,-1.0,-1.0,-1.0
120538122,310,410,33028,-1.0,-1.0,-1.0
120546057,310,410,33028,-1.0,-1.0,-1.0
120537866,310,410,33028,-1.0,-1.0,-1.0
121906952,310,410,33028,36.691933,-107.988283,1701.0
120543753,310,410,33028,36.703842,-108.104439,1000.0
120541719,310,410,33028,-1.0,-1.0,-1.0
120537624,310,410,33028,36.543903,-107.970711,1000.0
120537617,310,410,33028,36.552273,-107.976408,24660.0
120991916,310,410,33028,36.569642,-107.989082,11980.0
120541386,310,410,33028,36.368065,-107.822868,1000.0
120538519,310,410,33028,-1.0,-1.0,-1.0
120541199,310,410,33028,37.208357,-108.468456,8941.0
120538385,310,410,33028,36.424569,-107.870243,8088.0
120538384,310,410,33028,36.302389,-107.730125,14684.0
120544271,310,410,33028,36.274219,-107.744929,11429.0
120544264,310,410,33028,36.243367,-107.72443,1000.0
120538377,310,410,33028,-1.0,-1.0,-1.0
120544266,310,410,33028,-1.0,-1.0,-1.0
120544273,310,410,33028,36.243169,-107.723794,1957.0
120544279,310,410,33028,36.259811,-107.629364,1000.0
120544272,310,410,33028,36.249883,-107.67465,4208.0
121059599,310,410,33028,36.233929,-107.577823,6190.0
120538518,310,410,33028,36.323658,-107.781548,1000.0
120997647,310,410,33028,36.232883,-107.559878,1000.0
121059600,310,410,33028,-1.0,-1.0,-1.0
121059600,310,410,33028,-1.0,-1.0,-1.0
120997647,310,410,33028,36.232883,-107.559878,1000.0
120997654,310,410,33028,36.226666,-107.526156,2713.0
120997803,310,410,33028,36.213583,-107.468512,4535.0
120997655,310,410,33028,36.160569,-107.299101,15252.0
120997142,310,410,33028,36.080379,-107.142651,4110.0
120997291,310,410,33028,36.117001,-107.186953,4243.0
120351760,310,410,33028,36.183303,-107.365652,1000.0
120997804,310,410,33028,36.129796,-107.20477,21107.0
120997143,310,410,33028,36.071611,-107.083078,4595.0
120998315,310,410,33028,36.06819,-106.993572,5589.0
120997292,310,410,33028,36.071593,-107.075987,1000.0
120998571,310,410,33028,36.053084,-106.971354,1184.0
120998316,310,410,33028,36.055712,-106.972405,1000.0
120998167,310,410,33028,36.043877,-106.968337,1000.0
120998422,310,410,33028,36.033991,-106.965445,1000.0
120998423,310,410,33028,36.018767,-106.961997,1018.0
120998424,310,410,33028,35.986039,-106.983052,3098.0
120998573,310,410,33028,35.963921,-106.989682,1522.0
120998317,310,410,33028,35.912432,-106.98084,2436.0
121004203,310,410,33028,35.684982,-106.925088,30049.0
120998168,310,410,33028,-1.0,-1.0,-1.0
120998161,310,410,33028,-1.0,-1.0,-1.0
120998827,310,410,33028,35.867899,-106.971165,1777.0
120998678,310,410,33028,35.838184,-106.967716,2019.0
120998679,310,410,33028,35.740794,-106.935756,20863.0
121004054,310,410,33028,35.667409,-106.904535,1000.0
121004203,310,410,33028,35.684982,-106.925088,30049.0
120998828,310,410,33028,35.781498,-106.945637,1000.0
121004047,310,410,33028,35.748839,-106.94041,1000.0
121004055,310,410,33028,35.500657,-106.748828,21404.0
121004204,310,410,33028,35.393355,-106.067184,12237.0
35075,311,40,1133,35.545534,-106.781882,7643.0
35074,311,40,1133,35.504308,-106.745587,6888.0
35073,311,40,1133,-1.0,-1.0,-1.0
120422415,310,410,33025,35.44633,-106.678912,7205.0
120422416,310,410,33025,35.331711,-106.573242,1000.0
120552975,310,410,33025,35.352251,-106.60759,1969.0
120552976,310,410,33025,35.343023,-106.551481,4374.0
120344847,310,410,33025,-1.0,-1.0,-1.0
120344848,310,410,33025,35.306267,-106.548286,1000.0
120371473,310,410,33025,35.294933,-106.564304,2958.0
120330511,310,410,33025,35.304552,-106.55328,1000.0
120371472,310,410,33025,-1.0,-1.0,-1.0
120330512,310,410,33025,35.288984,-106.551356,1000.0
120553487,310,410,33025,-1.0,-1.0,-1.0
120327184,310,410,33025,-1.0,-1.0,-1.0
120330256,310,410,33025,35.215347,-106.574348,1000.0
120614671,310,410,33025,-1.0,-1.0,-1.0
120330519,310,410,33025,35.269425,-106.559107,2664.0
120344856,310,410,33025,-1.0,-1.0,-1.0
120426255,310,410,33045,35.206276,-106.659045,1000.0
120341776,310,410,33025,35.20676,-106.566116,1000.0
120427791,310,410,33025,35.205948,-106.568764,1000.0
120427792,310,410,33025,35.133545,-106.608246,1000.0
120810760,310,410,33025,35.206244,-106.573021,1182.0
120324872,310,410,33025,35.189201,-106.580276,1000.0
120324873,310,410,33025,35.185829,-106.5806,1000.0
120678408,310,410,33025,35.168313,-106.584749,7693.0
120336136,310,410,33025,35.180634,-106.580925,1000.0
120336137,310,410,33025,35.167992,-106.608805,5879.0
120678410,310,410,33025,35.165651,-106.616198,5293.0
120324360,310,410,33025,35.158171,-106.617108,7036.0
120324361,310,410,33025,35.15039,-106.611237,8009.0
120332552,310,410,33025,35.150546,-106.586149,6119.0
120332554,310,410,33025,35.144186,-106.617996,9725.0
120330760,310,410,33025,35.140052,-106.606975,9210.0
120330762,310,410,33025,35.132761,-106.610924,7968.0
120338440,310,410,33025,35.125137,-106.610926,9682.0
120814601,310,410,33025,35.132197,-106.615458,8251.0
120814856,310,410,33025,35.127619,-106.621585,7612.0
120814858,310,410,33025,35.126114,-106.62978,9430.0
120323082,310,410,33025,35.129233,-106.624029,5465.0
120819208,310,410,33025,35.113798,-106.605754,7935.0
120323081,310,410,33025,35.1118,-106.588204,7033.0
120322314,310,410,33025,35.107508,-106.607712,8860.0
120322313,310,410,33025,35.102487,-106.581745,8893.0
120321802,310,410,33025,35.100667,-106.571802,9078.0
120321801,310,410,33025,35.095797,-106.56798,9903.0
120331786,310,410,33025,35.096174,-106.569736,9314.0
120331784,310,410,33025,35.094277,-106.54462,7967.0
120339210,310,410,33025,35.089035,-106.546175,7795.0
120339209,310,410,33025,35.083653,-106.532479,7795.0
120320522,310,410,33025,35.079143,-106.532724,7586.0
120320520,310,410,33025,35.080263,-106.518472,9771.0
120320521,310,410,33025,35.067973,-106.510486,5522.0
120337418,310,410,33025,35.074358,-106.513116,2372.0
120337416,310,410,33025,35.072319,-106.503873,2056.0
120337417,310,410,33025,35.066812,-106.491106,1429.0
120344072,310,410,33025,35.066746,-106.514985,2291.0
120396817,310,410,33025,35.063661,-106.45948,1154.0
120396816,310,410,33025,35.065543,-106.438797,980.0
120397073,310,410,33025,35.071668,-106.419591,7337.0
120397072,310,410,33025,35.079238,-106.405836,880.0
120397329,310,410,33025,35.081275,-106.39329,1364.0
120397327,310,410,33025,35.088773,-106.377669,5535.0
120400145,310,410,33025,35.093416,-106.371418,891.0
120400144,310,410,33025,35.102104,-106.351948,1595.0
121894922,310,410,33025,35.110105,-106.334611,3031.0
121894921,310,410,33025,35.109211,-106.309131,1686.0
120397833,310,410,33025,35.103955,-106.296863,1541.0
120398088,310,410,33025,35.092874,-106.268714,1518.0
120545546,310,410,33025,35.07564,-106.2268,3278.0
120398089,310,410,33025,35.087078,-106.25431,1885.0
120545545,310,410,33025,35.061319,-106.19155,2015.0
