"Geography Type Description","Geography Name","Sits in State","GeoID","Formatted GeoID","Population Density","Data Time Period","Geographic Vintage","Data Source","Selected Location"
"GeoID_Description","GeoID_Name","SitsinState","GeoID","GeoID_Formatted","rpopden","TimeFrame","GeoVintage","Source","Location"
"Census Tract","47113000900","TN","47113000900","=""47113000900""","1958.53","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47113001000","TN","47113001000","=""47113001000""","1911.64","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47113001100","TN","47113001100","=""47113001100""","846.03","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47113001300","TN","47113001300","=""47113001300""","245.95","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47113001401","TN","47113001401","=""47113001401""","69.36","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47113001402","TN","47113001402","=""47113001402""","123.24","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47113001501","TN","47113001501","=""47113001501""","410.89","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47113001502","TN","47113001502","=""47113001502""","57.11","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47113001603","TN","47113001603","=""47113001603""","1996.33","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47113001604","TN","47113001604","=""47113001604""","1418.18","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47113001605","TN","47113001605","=""47113001605""","984.13","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47113001607","TN","47113001607","=""47113001607""","710.98","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47113001608","TN","47113001608","=""47113001608""","137.15","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47113001609","TN","47113001609","=""47113001609""","50.98","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47113001610","TN","47113001610","=""47113001610""","676.85","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47113001611","TN","47113001611","=""47113001611""","560.34","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47113001612","TN","47113001612","=""47113001612""","2505.71","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47113001700","TN","47113001700","=""47113001700""","20.58","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47113001800","TN","47113001800","=""47113001800""","31.72","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47113001900","TN","47113001900","=""47113001900""","53.07","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47115050101","TN","47115050101","=""47115050101""","43.18","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47115050102","TN","47115050102","=""47115050102""","70.57","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47115050201","TN","47115050201","=""47115050201""","65.28","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47115050203","TN","47115050203","=""47115050203""","31.88","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47115050204","TN","47115050204","=""47115050204""","183.55","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47115050301","TN","47115050301","=""47115050301""","197.14","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47115050302","TN","47115050302","=""47115050302""","25.82","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47117955000","TN","47117955000","=""47117955000""","120.93","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47117955100","TN","47117955100","=""47117955100""","63.95","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47117955200","TN","47117955200","=""47117955200""","93.20","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47117955300","TN","47117955300","=""47117955300""","1997.82","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47117955400","TN","47117955400","=""47117955400""","1281.92","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47117955500","TN","47117955500","=""47117955500""","36.26","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47119010100","TN","47119010100","=""47119010100""","32.68","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47119010201","TN","47119010201","=""47119010201""","219.34","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47119010203","TN","47119010203","=""47119010203""","550.10","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47119010204","TN","47119010204","=""47119010204""","1671.47","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47119010205","TN","47119010205","=""47119010205""","91.41","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47119010301","TN","47119010301","=""47119010301""","258.29","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47119010302","TN","47119010302","=""47119010302""","105.14","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47119010401","TN","47119010401","=""47119010401""","1340.46","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47119010402","TN","47119010402","=""47119010402""","251.78","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47119010500","TN","47119010500","=""47119010500""","422.54","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47119010600","TN","47119010600","=""47119010600""","1804.45","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47119010700","TN","47119010700","=""47119010700""","3013.19","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47119010801","TN","47119010801","=""47119010801""","1191.50","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47119010802","TN","47119010802","=""47119010802""","504.57","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47119010900","TN","47119010900","=""47119010900""","40.69","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47119011001","TN","47119011001","=""47119011001""","73.48","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47119011003","TN","47119011003","=""47119011003""","75.32","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47119011004","TN","47119011004","=""47119011004""","224.87","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47119011101","TN","47119011101","=""47119011101""","299.73","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47119011102","TN","47119011102","=""47119011102""","184.43","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47119011200","TN","47119011200","=""47119011200""","52.30","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47121960100","TN","47121960100","=""47121960100""","52.90","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47121960200","TN","47121960200","=""47121960200""","78.37","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47121960300","TN","47121960300","=""47121960300""","69.02","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47123925001","TN","47123925001","=""47123925001""","34.99","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47123925002","TN","47123925002","=""47123925002""","148.19","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47123925101","TN","47123925101","=""47123925101""","199.16","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47123925102","TN","47123925102","=""47123925102""","138.88","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47123925200","TN","47123925200","=""47123925200""","236.54","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47123925301","TN","47123925301","=""47123925301""","209.99","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47123925302","TN","47123925302","=""47123925302""","147.96","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47123925401","TN","47123925401","=""47123925401""","108.83","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47123925402","TN","47123925402","=""47123925402""","183.54","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47123925501","TN","47123925501","=""47123925501""","33.90","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47123925503","TN","47123925503","=""47123925503""","48.49","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47123925504","TN","47123925504","=""47123925504""","16.05","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47125100100","TN","47125100100","=""47125100100""","3095.74","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47125100200","TN","47125100200","=""47125100200""","1718.70","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47125100300","TN","47125100300","=""47125100300""","1636.80","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47125100500","TN","47125100500","=""47125100500""","1553.91","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47125100601","TN","47125100601","=""47125100601""","840.84","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47125100602","TN","47125100602","=""47125100602""","3053.30","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47125100800","TN","47125100800","=""47125100800""","2472.26","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47125100900","TN","47125100900","=""47125100900""","877.43","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47125101001","TN","47125101001","=""47125101001""","2545.12","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47125101002","TN","47125101002","=""47125101002""","1398.34","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47125101101","TN","47125101101","=""47125101101""","3322.58","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47125101102","TN","47125101102","=""47125101102""","1901.17","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47125101103","TN","47125101103","=""47125101103""","493.43","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47125101201","TN","47125101201","=""47125101201""","2415.82","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47125101202","TN","47125101202","=""47125101202""","1559.42","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47125101304","TN","47125101304","=""47125101304""","2214.03","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47125101305","TN","47125101305","=""47125101305""","1232.64","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47125101306","TN","47125101306","=""47125101306""","2040.69","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47125101307","TN","47125101307","=""47125101307""","4438.33","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47125101308","TN","47125101308","=""47125101308""","4529.01","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47125101309","TN","47125101309","=""47125101309""","3713.08","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47125101400","TN","47125101400","=""47125101400""","1049.60","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47125101501","TN","47125101501","=""47125101501""","194.95","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47125101502","TN","47125101502","=""47125101502""","79.78","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47125101600","TN","47125101600","=""47125101600""","175.10","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47125101701","TN","47125101701","=""47125101701""","45.09","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47125101702","TN","47125101702","=""47125101702""","83.56","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47125101803","TN","47125101803","=""47125101803""","974.56","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47125101805","TN","47125101805","=""47125101805""","374.26","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47125101806","TN","47125101806","=""47125101806""","190.34","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47125101807","TN","47125101807","=""47125101807""","182.29","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47125101808","TN","47125101808","=""47125101808""","722.16","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47125101902","TN","47125101902","=""47125101902""","870.45","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47125101904","TN","47125101904","=""47125101904""","188.08","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47125101905","TN","47125101905","=""47125101905""","1288.06","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47125101906","TN","47125101906","=""47125101906""","1288.67","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47125102001","TN","47125102001","=""47125102001""","1274.31","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47125102003","TN","47125102003","=""47125102003""","2780.66","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47125102004","TN","47125102004","=""47125102004""","3141.62","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47125102005","TN","47125102005","=""47125102005""","1523.73","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47125102007","TN","47125102007","=""47125102007""","923.84","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47125102008","TN","47125102008","=""47125102008""","1989.33","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47125102009","TN","47125102009","=""47125102009""","3239.87","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47125102010","TN","47125102010","=""47125102010""","634.30","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47125102100","TN","47125102100","=""47125102100""","2090.34","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47125980100","TN","47125980100","=""47125980100""","4.94","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47127930100","TN","47127930100","=""47127930100""","58.31","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47127930200","TN","47127930200","=""47127930200""","41.98","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47129110100","TN","47129110100","=""47129110100""","23.37","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47129110200","TN","47129110200","=""47129110200""","25.73","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47129110300","TN","47129110300","=""47129110300""","89.61","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47129110400","TN","47129110400","=""47129110400""","70.44","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47129110500","TN","47129110500","=""47129110500""","40.11","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47131965000","TN","47131965000","=""47131965000""","77.53","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47131965100","TN","47131965100","=""47131965100""","55.47","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47131965200","TN","47131965200","=""47131965200""","27.82","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47131965300","TN","47131965300","=""47131965300""","25.90","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47131965400","TN","47131965400","=""47131965400""","57.02","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47131965500","TN","47131965500","=""47131965500""","176.70","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47131965600","TN","47131965600","=""47131965600""","531.33","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47131965700","TN","47131965700","=""47131965700""","711.98","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47131965800","TN","47131965800","=""47131965800""","20.29","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47131965900","TN","47131965900","=""47131965900""","23.23","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47133950100","TN","47133950100","=""47133950100""","18.02","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47133950200","TN","47133950200","=""47133950200""","39.09","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47133950301","TN","47133950301","=""47133950301""","160.48","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47133950302","TN","47133950302","=""47133950302""","70.41","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47133950400","TN","47133950400","=""47133950400""","40.99","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47133950501","TN","47133950501","=""47133950501""","103.77","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47133950502","TN","47133950502","=""47133950502""","77.58","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47133950600","TN","47133950600","=""47133950600""","24.77","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47135930100","TN","47135930100","=""47135930100""","22.92","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47135930201","TN","47135930201","=""47135930201""","35.36","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47135930202","TN","47135930202","=""47135930202""","12.42","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47137925101","TN","47137925101","=""47137925101""","29.42","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47137925102","TN","47137925102","=""47137925102""","32.95","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47139950100","TN","47139950100","=""47139950100""","26.64","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47139950201","TN","47139950201","=""47139950201""","32.88","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47139950203","TN","47139950203","=""47139950203""","178.06","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47139950204","TN","47139950204","=""47139950204""","31.04","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47139950300","TN","47139950300","=""47139950300""","41.98","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47139950400","TN","47139950400","=""47139950400""","40.17","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47141000100","TN","47141000100","=""47141000100""","58.87","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47141000201","TN","47141000201","=""47141000201""","357.62","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47141000202","TN","47141000202","=""47141000202""","195.83","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47141000301","TN","47141000301","=""47141000301""","225.72","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47141000303","TN","47141000303","=""47141000303""","748.23","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47141000304","TN","47141000304","=""47141000304""","2749.22","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47141000305","TN","47141000305","=""47141000305""","1245.29","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47141000400","TN","47141000400","=""47141000400""","1740.95","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47141000500","TN","47141000500","=""47141000500""","1697.93","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47141000600","TN","47141000600","=""47141000600""","1019.55","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47141000700","TN","47141000700","=""47141000700""","1023.72","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47141000800","TN","47141000800","=""47141000800""","3777.44","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47141000900","TN","47141000900","=""47141000900""","376.98","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47141001000","TN","47141001000","=""47141001000""","54.00","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47141001100","TN","47141001100","=""47141001100""","135.03","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47141001201","TN","47141001201","=""47141001201""","411.68","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47141001202","TN","47141001202","=""47141001202""","165.98","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47141001300","TN","47141001300","=""47141001300""","59.49","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47143975000","TN","47143975000","=""47143975000""","67.10","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47143975100","TN","47143975100","=""47143975100""","64.31","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47143975200","TN","47143975200","=""47143975200""","68.33","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47143975300","TN","47143975300","=""47143975300""","134.62","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47143975401","TN","47143975401","=""47143975401""","536.35","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47143975402","TN","47143975402","=""47143975402""","321.96","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47145030100","TN","47145030100","=""47145030100""","528.71","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47145030203","TN","47145030203","=""47145030203""","406.40","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47145030204","TN","47145030204","=""47145030204""","905.34","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47145030205","TN","47145030205","=""47145030205""","111.20","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47145030206","TN","47145030206","=""47145030206""","134.01","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47145030301","TN","47145030301","=""47145030301""","107.69","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47145030302","TN","47145030302","=""47145030302""","46.60","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47145030401","TN","47145030401","=""47145030401""","139.39","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47145030402","TN","47145030402","=""47145030402""","209.51","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47145030500","TN","47145030500","=""47145030500""","148.00","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47145030600","TN","47145030600","=""47145030600""","251.92","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47145030700","TN","47145030700","=""47145030700""","212.46","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47145030801","TN","47145030801","=""47145030801""","698.38","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47145030802","TN","47145030802","=""47145030802""","414.33","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47145030900","TN","47145030900","=""47145030900""","153.18","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47145980100","TN","47145980100","=""47145980100""","0.00","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47147080101","TN","47147080101","=""47147080101""","65.93","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47147080103","TN","47147080103","=""47147080103""","646.19","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47147080104","TN","47147080104","=""47147080104""","163.96","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47147080200","TN","47147080200","=""47147080200""","44.61","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47147080301","TN","47147080301","=""47147080301""","535.35","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47147080302","TN","47147080302","=""47147080302""","2137.01","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47147080401","TN","47147080401","=""47147080401""","1617.27","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47147080402","TN","47147080402","=""47147080402""","1344.88","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47147080500","TN","47147080500","=""47147080500""","130.50","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47147080603","TN","47147080603","=""47147080603""","152.68","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47147080604","TN","47147080604","=""47147080604""","316.62","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47147080605","TN","47147080605","=""47147080605""","361.44","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47147080606","TN","47147080606","=""47147080606""","435.21","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47147080701","TN","47147080701","=""47147080701""","65.05","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47147080702","TN","47147080702","=""47147080702""","129.54","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47149040101","TN","47149040101","=""47149040101""","806.33","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47149040102","TN","47149040102","=""47149040102""","1304.52","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47149040104","TN","47149040104","=""47149040104""","2945.06","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47149040105","TN","47149040105","=""47149040105""","2195.35","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47149040106","TN","47149040106","=""47149040106""","6867.87","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47149040107","TN","47149040107","=""47149040107""","4343.33","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47149040200","TN","47149040200","=""47149040200""","971.63","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47149040303","TN","47149040303","=""47149040303""","2716.54","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47149040304","TN","47149040304","=""47149040304""","3618.70","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47149040305","TN","47149040305","=""47149040305""","3309.99","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47149040307","TN","47149040307","=""47149040307""","1299.94","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47149040308","TN","47149040308","=""47149040308""","3309.41","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47149040309","TN","47149040309","=""47149040309""","896.85","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47149040310","TN","47149040310","=""47149040310""","1509.47","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47149040311","TN","47149040311","=""47149040311""","3235.82","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47149040312","TN","47149040312","=""47149040312""","1812.26","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47149040404","TN","47149040404","=""47149040404""","1208.88","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47149040405","TN","47149040405","=""47149040405""","1642.93","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47149040501","TN","47149040501","=""47149040501""","316.12","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47149040502","TN","47149040502","=""47149040502""","110.21","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47149040600","TN","47149040600","=""47149040600""","65.11","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47149040702","TN","47149040702","=""47149040702""","154.31","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47149040703","TN","47149040703","=""47149040703""","661.79","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47149040704","TN","47149040704","=""47149040704""","170.06","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47149040806","TN","47149040806","=""47149040806""","611.91","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47149040807","TN","47149040807","=""47149040807""","390.09","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47149040808","TN","47149040808","=""47149040808""","448.44","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47149040809","TN","47149040809","=""47149040809""","124.41","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47149040810","TN","47149040810","=""47149040810""","71.95","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47149040811","TN","47149040811","=""47149040811""","734.91","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47149040812","TN","47149040812","=""47149040812""","1195.77","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47149040901","TN","47149040901","=""47149040901""","641.96","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47149040904","TN","47149040904","=""47149040904""","3173.22","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47149040906","TN","47149040906","=""47149040906""","4178.43","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47149040907","TN","47149040907","=""47149040907""","2824.97","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47149040908","TN","47149040908","=""47149040908""","6789.47","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47149040909","TN","47149040909","=""47149040909""","4068.88","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47149040910","TN","47149040910","=""47149040910""","2786.91","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47149040911","TN","47149040911","=""47149040911""","1898.50","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47149041000","TN","47149041000","=""47149041000""","455.60","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47149041102","TN","47149041102","=""47149041102""","210.66","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47149041103","TN","47149041103","=""47149041103""","1656.88","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47149041104","TN","47149041104","=""47149041104""","878.91","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47149041201","TN","47149041201","=""47149041201""","773.09","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47149041202","TN","47149041202","=""47149041202""","474.64","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47149041301","TN","47149041301","=""47149041301""","2133.57","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47149041302","TN","47149041302","=""47149041302""","1927.09","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47149041401","TN","47149041401","=""47149041401""","2532.50","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47149041404","TN","47149041404","=""47149041404""","5592.51","2019-2023","2022","Census","Tennessee (State)"
