"Geography Type Description","Geography Name","Sits in State","GeoID","Formatted GeoID","Population Density","Data Time Period","Geographic Vintage","Data Source","Selected Location"
"GeoID_Description","GeoID_Name","SitsinState","GeoID","GeoID_Formatted","rpopden","TimeFrame","GeoVintage","Source","Location"
"Census Tract","47149041405","TN","47149041405","=""47149041405""","9859.63","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47149041406","TN","47149041406","=""47149041406""","5744.27","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47149041407","TN","47149041407","=""47149041407""","2932.97","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47149041500","TN","47149041500","=""47149041500""","3836.52","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47149041601","TN","47149041601","=""47149041601""","3728.90","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47149041602","TN","47149041602","=""47149041602""","3362.41","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47149041700","TN","47149041700","=""47149041700""","3372.49","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47149041800","TN","47149041800","=""47149041800""","717.65","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47149041900","TN","47149041900","=""47149041900""","4939.74","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47149042000","TN","47149042000","=""47149042000""","2103.90","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47149042101","TN","47149042101","=""47149042101""","2381.76","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47149042102","TN","47149042102","=""47149042102""","3382.90","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47149042200","TN","47149042200","=""47149042200""","731.51","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47149042301","TN","47149042301","=""47149042301""","1163.48","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47149042302","TN","47149042302","=""47149042302""","1210.70","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47151975000","TN","47151975000","=""47151975000""","31.71","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47151975101","TN","47151975101","=""47151975101""","198.71","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47151975102","TN","47151975102","=""47151975102""","38.62","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47151975200","TN","47151975200","=""47151975200""","114.30","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47151975300","TN","47151975300","=""47151975300""","21.96","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47151975400","TN","47151975400","=""47151975400""","23.41","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47153060102","TN","47153060102","=""47153060102""","21.60","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47153060103","TN","47153060103","=""47153060103""","279.41","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47153060104","TN","47153060104","=""47153060104""","210.94","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47153060200","TN","47153060200","=""47153060200""","42.60","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47155080101","TN","47155080101","=""47155080101""","274.40","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47155080103","TN","47155080103","=""47155080103""","407.55","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47155080104","TN","47155080104","=""47155080104""","393.14","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47155080202","TN","47155080202","=""47155080202""","448.02","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47155080203","TN","47155080203","=""47155080203""","863.63","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47155080204","TN","47155080204","=""47155080204""","457.91","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47155080300","TN","47155080300","=""47155080300""","847.60","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47155080401","TN","47155080401","=""47155080401""","99.29","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47155080402","TN","47155080402","=""47155080402""","168.93","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47155080500","TN","47155080500","=""47155080500""","639.92","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47155080601","TN","47155080601","=""47155080601""","259.16","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47155080603","TN","47155080603","=""47155080603""","232.35","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47155080604","TN","47155080604","=""47155080604""","205.27","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47155080701","TN","47155080701","=""47155080701""","221.84","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47155080702","TN","47155080702","=""47155080702""","89.05","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47155080801","TN","47155080801","=""47155080801""","636.58","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47155080803","TN","47155080803","=""47155080803""","844.44","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47155080804","TN","47155080804","=""47155080804""","857.39","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47155080901","TN","47155080901","=""47155080901""","76.78","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47155080903","TN","47155080903","=""47155080903""","112.77","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47155080904","TN","47155080904","=""47155080904""","169.65","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47155081001","TN","47155081001","=""47155081001""","261.71","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47155081002","TN","47155081002","=""47155081002""","264.39","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47155081101","TN","47155081101","=""47155081101""","171.86","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47155081103","TN","47155081103","=""47155081103""","480.06","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47155081104","TN","47155081104","=""47155081104""","124.99","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47155980100","TN","47155980100","=""47155980100""","0.00","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47157000100","TN","47157000100","=""47157000100""","3152.63","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47157000200","TN","47157000200","=""47157000200""","2691.55","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47157000300","TN","47157000300","=""47157000300""","648.87","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47157000400","TN","47157000400","=""47157000400""","1604.01","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47157000600","TN","47157000600","=""47157000600""","948.78","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47157000700","TN","47157000700","=""47157000700""","4014.29","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47157000800","TN","47157000800","=""47157000800""","2519.28","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47157000900","TN","47157000900","=""47157000900""","2353.11","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47157001100","TN","47157001100","=""47157001100""","5260.11","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47157001200","TN","47157001200","=""47157001200""","5093.30","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47157001300","TN","47157001300","=""47157001300""","5730.50","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47157001400","TN","47157001400","=""47157001400""","3111.43","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47157001500","TN","47157001500","=""47157001500""","3378.15","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47157001600","TN","47157001600","=""47157001600""","2672.29","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47157001700","TN","47157001700","=""47157001700""","6009.16","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47157001900","TN","47157001900","=""47157001900""","3134.80","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47157002000","TN","47157002000","=""47157002000""","3060.15","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47157002100","TN","47157002100","=""47157002100""","4826.12","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47157002400","TN","47157002400","=""47157002400""","3718.54","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47157002500","TN","47157002500","=""47157002500""","4348.09","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47157002600","TN","47157002600","=""47157002600""","5380.58","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47157002700","TN","47157002700","=""47157002700""","3315.71","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47157002800","TN","47157002800","=""47157002800""","3253.63","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47157002900","TN","47157002900","=""47157002900""","2752.23","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47157003000","TN","47157003000","=""47157003000""","3346.60","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47157003100","TN","47157003100","=""47157003100""","3145.48","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47157003200","TN","47157003200","=""47157003200""","6743.29","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47157003300","TN","47157003300","=""47157003300""","5330.71","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47157003400","TN","47157003400","=""47157003400""","6619.15","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47157003500","TN","47157003500","=""47157003500""","5881.24","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47157003600","TN","47157003600","=""47157003600""","2788.08","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47157003700","TN","47157003700","=""47157003700""","4662.33","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47157003800","TN","47157003800","=""47157003800""","2590.37","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47157003900","TN","47157003900","=""47157003900""","6388.76","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47157004200","TN","47157004200","=""47157004200""","4922.69","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47157004300","TN","47157004300","=""47157004300""","5622.74","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47157004500","TN","47157004500","=""47157004500""","3147.41","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47157004600","TN","47157004600","=""47157004600""","2768.79","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47157005000","TN","47157005000","=""47157005000""","2600.77","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47157005300","TN","47157005300","=""47157005300""","1314.71","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47157005500","TN","47157005500","=""47157005500""","1871.19","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47157005600","TN","47157005600","=""47157005600""","2276.24","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47157005700","TN","47157005700","=""47157005700""","3519.72","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47157005800","TN","47157005800","=""47157005800""","3430.68","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47157005900","TN","47157005900","=""47157005900""","3518.08","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47157006000","TN","47157006000","=""47157006000""","2615.51","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47157006200","TN","47157006200","=""47157006200""","2724.77","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47157006300","TN","47157006300","=""47157006300""","5370.23","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47157006400","TN","47157006400","=""47157006400""","4141.74","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47157006500","TN","47157006500","=""47157006500""","2533.42","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47157006600","TN","47157006600","=""47157006600""","2817.29","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47157006700","TN","47157006700","=""47157006700""","3452.80","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47157006800","TN","47157006800","=""47157006800""","4108.51","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47157006900","TN","47157006900","=""47157006900""","2900.77","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47157007000","TN","47157007000","=""47157007000""","4893.24","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47157007100","TN","47157007100","=""47157007100""","4082.12","2019-2023","2022","Census","Tennessee (State)"
