"GeoID_Description","GeoID_Name","SitsinState","GeoID","GeoID_Formatted","rpopden","TimeFrame","GeoVintage","Source","Location"
"Census Tract","37119005301","NC","37119005301","=""37119005301""","2054.41","2019-2023","2022","Census","North Carolina (State)"
"Census Tract","37119005305","NC","37119005305","=""37119005305""","5349.52","2019-2023","2022","Census","North Carolina (State)"
"Census Tract","37119005306","NC","37119005306","=""37119005306""","1836.29","2019-2023","2022","Census","North Carolina (State)"
"Census Tract","37119005307","NC","37119005307","=""37119005307""","9409.44","2019-2023","2022","Census","North Carolina (State)"
"Census Tract","37119005308","NC","37119005308","=""37119005308""","8554.83","2019-2023","2022","Census","North Carolina (State)"
"Census Tract","37119005403","NC","37119005403","=""37119005403""","2550.33","2019-2023","2022","Census","North Carolina (State)"
"Census Tract","37119005404","NC","37119005404","=""37119005404""","2282.25","2019-2023","2022","Census","North Carolina (State)"
"Census Tract","37119005405","NC","37119005405","=""37119005405""","2152.77","2019-2023","2022","Census","North Carolina (State)"
"Census Tract","37119005406","NC","37119005406","=""37119005406""","1317.57","2019-2023","2022","Census","North Carolina (State)"
"Census Tract","37119005508","NC","37119005508","=""37119005508""","1204.89","2019-2023","2022","Census","North Carolina (State)"
"Census Tract","37119005510","NC","37119005510","=""37119005510""","2588.11","2019-2023","2022","Census","North Carolina (State)"
"Census Tract","37119005511","NC","37119005511","=""37119005511""","4578.75","2019-2023","2022","Census","North Carolina (State)"
"Census Tract","37119005512","NC","37119005512","=""37119005512""","3492.55","2019-2023","2022","Census","North Carolina (State)"
"Census Tract","37119005513","NC","37119005513","=""37119005513""","3094.54","2019-2023","2022","Census","North Carolina (State)"
"Census Tract","37119005515","NC","37119005515","=""37119005515""","3278.50","2019-2023","2022","Census","North Carolina (State)"
"Census Tract","37119005516","NC","37119005516","=""37119005516""","3868.06","2019-2023","2022","Census","North Carolina (State)"
"Census Tract","37119005517","NC","37119005517","=""37119005517""","3547.71","2019-2023","2022","Census","North Carolina (State)"
"Census Tract","37119005519","NC","37119005519","=""37119005519""","2298.58","2019-2023","2022","Census","North Carolina (State)"
"Census Tract","37119005520","NC","37119005520","=""37119005520""","2325.87","2019-2023","2022","Census","North Carolina (State)"
