RSRQ (LTE pcell),RSRP (LTE pcell),Physical cell identity (LTE pcell),Time,time,nemo_abs_time,longitude,latitude,altitude,gps_time_prev,gps_time_next,state_abrv,census_tract_geoid,census_tract_arealand,census_block_geoid,census_block_arealand,county_geoid,county_name
-11.6,-108.9,216,45:39.5,2024-08-18 00:45:39.500,1723956339500.0,-127.24343934146351,45.75846570669469,55.0,1723989598022.0,1723989599024.0,,,,,,,
-16.6,-119.5,216,45:41.2,2024-08-18 00:45:41.200,1723956341200.0,-127.2431271658148,45.758038161784505,55.0,1723989598022.0,1723989599024.0,,,,,,,
-7.6,-97.8,303,45:41.7,2024-08-18 00:45:41.700,1723956341700.0,-127.24303534944754,45.75791241328151,55.0,1723989598022.0,1723989599024.0,,,,,,,
-8.3,-99.8,303,45:44.2,2024-08-18 00:45:44.200,1723956344200.0,-127.2425762676112,45.757283670766526,55.0,1723989598022.0,1723989599024.0,,,,,,,
-8.1,-95.3,303,45:44.8,2024-08-18 00:45:44.800,1723956344800.0,-127.24246608797048,45.75713277256293,55.0,1723989598022.0,1723989599024.0,,,,,,,
-7.1,-98.2,303,45:45.3,2024-08-18 00:45:45.300,1723956345300.0,-127.2423742716032,45.75700702405994,55.0,1723989598022.0,1723989599024.0,,,,,,,
-12.3,-102.4,303,45:45.8,2024-08-18 00:45:45.800,1723956345800.0,-127.24228245523594,45.75688127555694,55.0,1723989598022.0,1723989599024.0,,,,,,,
-9.6,-100.3,303,45:46.5,2024-08-18 00:45:46.500,1723956346500.0,-127.24215391232175,45.75670522765275,55.0,1723989598022.0,1723989599024.0,,,,,,,
-8.3,-100.4,303,45:47.1,2024-08-18 00:45:47.100,1723956347100.0,-127.24204373268104,45.75655432944916,55.0,1723989598022.0,1723989599024.0,,,,,,,
-12.3,-112.9,303,45:47.9,2024-08-18 00:45:47.900,1723956347900.0,-127.24189682649342,45.75635313184437,55.0,1723989598022.0,1723989599024.0,,,,,,,
-17.1,-118.6,303,45:48.4,2024-08-18 00:45:48.400,1723956348400.0,-127.24180501012614,45.75622738334137,55.0,1723989598022.0,1723989599024.0,,,,,,,
-10.8,-117.4,303,45:49.2,2024-08-18 00:45:49.200,1723956349200.0,-127.24165810393852,45.75602618573657,55.0,1723989598022.0,1723989599024.0,,,,,,,
-10.4,-114.9,303,45:49.8,2024-08-18 00:45:49.800,1723956349800.0,-127.2415479242978,45.75587528753298,55.0,1723989598022.0,1723989599024.0,,,,,,,
-11.3,-117.0,303,45:50.3,2024-08-18 00:45:50.300,1723956350300.0,-127.24145610793052,45.75574953902999,55.0,1723989598022.0,1723989599024.0,,,,,,,
-11.7,-119.1,303,45:51.1,2024-08-18 00:45:51.100,1723956351100.0,-127.24130920174292,45.75554834142519,55.0,1723989598022.0,1723989599024.0,,,,,,,
-9.5,-112.4,303,45:51.8,2024-08-18 00:45:51.800,1723956351800.0,-127.24118065882872,45.75537229352099,55.0,1723989598022.0,1723989599024.0,,,,,,,
-10.3,-108.6,303,45:52.3,2024-08-18 00:45:52.300,1723956352300.0,-127.24108884246148,45.755246545018,55.0,1723989598022.0,1723989599024.0,,,,,,,
-7.1,-107.6,303,45:52.9,2024-08-18 00:45:52.900,1723956352900.0,-127.24097866282074,45.7550956468144,55.0,1723989598022.0,1723989599024.0,,,,,,,
-11.1,-110.2,303,45:54.1,2024-08-18 00:45:54.100,1723956354100.0,-127.2407583035393,45.75479385040722,55.0,1723989598022.0,1723989599024.0,,,,,,,
-8.9,-113.8,303,45:55.3,2024-08-18 00:45:55.300,1723956355300.0,-127.24053794425784,45.754492054000025,55.0,1723989598022.0,1723989599024.0,,,,,,,
-8.6,-106.7,303,45:56.3,2024-08-18 00:45:56.300,1723956356300.0,-127.24035431152332,45.754240556994034,55.0,1723989598022.0,1723989599024.0,,,,,,,
-10.6,-100.9,303,45:57.9,2024-08-18 00:45:57.900,1723956357900.0,-127.24006049914806,45.75383816178445,55.0,1723989598022.0,1723989599024.0,,,,,,,
-10.6,-94.0,303,45:58.6,2024-08-18 00:45:58.600,1723956358600.0,-127.23993195623387,45.75366211388025,55.0,1723989598022.0,1723989599024.0,,,,,,,
-14.5,-96.6,303,45:59.9,2024-08-18 00:45:59.900,1723956359900.0,-127.239693233679,45.75333516777246,55.0,1723989598022.0,1723989599024.0,,,,,,,
-13.2,-97.6,303,46:01.9,2024-08-18 00:46:01.900,1723956361900.0,-127.23932596820993,45.75283217376048,55.0,1723989598022.0,1723989599024.0,,,,,,,
-16.6,-99.1,303,46:03.1,2024-08-18 00:46:03.100,1723956363100.0,-127.23910560892848,45.752530377353295,55.0,1723989598022.0,1723989599024.0,,,,,,,
-13.3,-98.0,303,46:03.9,2024-08-18 00:46:03.900,1723956363900.0,-127.23895870274085,45.7523291797485,55.0,1723989598022.0,1723989599024.0,,,,,,,
-15.1,-101.0,303,46:05.3,2024-08-18 00:46:05.300,1723956365300.0,-127.2387016169125,45.75197708394011,55.0,1723989598022.0,1723989599024.0,,,,,,,
-12.4,-95.1,303,46:05.9,2024-08-18 00:46:05.900,1723956365900.0,-127.23859143727178,45.75182618573652,55.0,1723989598022.0,1723989599024.0,,,,,,,
-10.6,-92.6,303,46:07.6,2024-08-18 00:46:07.600,1723956367600.0,-127.23827926162306,45.75139864082634,55.0,1723989598022.0,1723989599024.0,,,,,,,
-9.3,-93.3,303,46:09.4,2024-08-18 00:46:09.400,1723956369400.0,-127.2379487227009,45.75094594621555,55.0,1723989598022.0,1723989599024.0,,,,,,,
-9.9,-95.1,303,46:09.9,2024-08-18 00:46:09.900,1723956369900.0,-127.23785690633365,45.75082019771256,55.0,1723989598022.0,1723989599024.0,,,,,,,
-10.6,-97.8,303,46:11.9,2024-08-18 00:46:11.900,1723956371900.0,-127.23748964086457,45.750317203700575,55.0,1723989598022.0,1723989599024.0,,,,,,,
-11.8,-97.3,303,46:12.6,2024-08-18 00:46:12.600,1723956372600.0,-127.2373610979504,45.75014115579638,55.0,1723989598022.0,1723989599024.0,,,,,,,
-10.5,-96.5,303,46:14.9,2024-08-18 00:46:14.900,1723956374900.0,-127.23693874266095,45.7495627126826,55.0,1723989598022.0,1723989599024.0,,,,,,,
-13.0,-103.4,303,46:15.6,2024-08-18 00:46:15.600,1723956375600.0,-127.23681019974678,45.749386664778406,55.0,1723989598022.0,1723989599024.0,,,,,,,
-15.2,-99.6,303,46:17.3,2024-08-18 00:46:17.300,1723956377300.0,-127.23649802409808,45.74895911986822,55.0,1723989598022.0,1723989599024.0,,,,,,,
-11.9,-96.1,303,46:18.6,2024-08-18 00:46:18.600,1723956378600.0,-127.2362593015432,45.74863217376043,55.0,1723989598022.0,1723989599024.0,,,,,,,
-12.0,-100.6,303,46:19.9,2024-08-18 00:46:19.900,1723956379900.0,-127.23602057898827,45.74830522765264,55.0,1723989598022.0,1723989599024.0,,,,,,,
-10.8,-100.2,303,46:20.9,2024-08-18 00:46:20.900,1723956380900.0,-127.23583694625376,45.74805373064665,55.0,1723989598022.0,1723989599024.0,,,,,,,
-14.6,-99.0,303,46:21.6,2024-08-18 00:46:21.600,1723956381600.0,-127.23570840333956,45.747877682742455,55.0,1723989598022.0,1723989599024.0,,,,,,,
-12.4,-99.2,303,46:23.3,2024-08-18 00:46:23.300,1723956383300.0,-127.23539622769088,45.747450137832274,55.0,1723989598022.0,1723989599024.0,,,,,,,
-11.1,-100.4,303,46:23.9,2024-08-18 00:46:23.900,1723956383900.0,-127.23528604805014,45.747299239628674,55.0,1723989598022.0,1723989599024.0,,,,,,,
-14.9,-102.4,303,46:25.1,2024-08-18 00:46:25.100,1723956385100.0,-127.2350656887687,45.74699744322149,55.0,1723989598022.0,1723989599024.0,,,,,,,
-15.1,-102.1,303,46:27.6,2024-08-18 00:46:27.600,1723956387600.0,-127.23460660693236,45.74636870070651,55.0,1723989598022.0,1723989599024.0,,,,,,,
-12.2,-101.1,303,46:28.6,2024-08-18 00:46:28.600,1723956388600.0,-127.23442297419784,45.74611720370052,55.0,1723989598022.0,1723989599024.0,,,,,,,
-11.7,-101.5,303,46:30.1,2024-08-18 00:46:30.100,1723956390100.0,-127.23414752509602,45.74573995819153,55.0,1723989598022.0,1723989599024.0,,,,,,,
-12.4,-101.9,303,46:31.3,2024-08-18 00:46:31.300,1723956391300.0,-127.23392716581458,45.74543816178434,55.0,1723989598022.0,1723989599024.0,,,,,,,
-14.2,-103.2,303,46:32.2,2024-08-18 00:46:32.200,1723956392200.0,-127.2337618963535,45.74521181447895,55.0,1723989598022.0,1723989599024.0,,,,,,,
-11.7,-97.4,454,46:32.7,2024-08-18 00:46:32.700,1723956392700.0,-127.23367007998624,45.745086065975954,55.0,1723989598022.0,1723989599024.0,,,,,,,
-11.6,-96.3,454,46:33.3,2024-08-18 00:46:33.300,1723956393300.0,-127.23355990034553,45.74493516777236,55.0,1723989598022.0,1723989599024.0,,,,,,,
-11.9,-99.0,454,46:33.9,2024-08-18 00:46:33.900,1723956393900.0,-127.23344972070478,45.74478426956877,55.0,1723989598022.0,1723989599024.0,,,,,,,
-13.0,-98.2,454,46:34.7,2024-08-18 00:46:34.700,1723956394700.0,-127.23330281451716,45.74458307196397,55.0,1723989598022.0,1723989599024.0,,,,,,,
-14.0,-100.0,454,46:35.3,2024-08-18 00:46:35.300,1723956395300.0,-127.23319263487645,45.74443217376037,55.0,1723989598022.0,1723989599024.0,,,,,,,
-14.9,-102.8,454,46:35.9,2024-08-18 00:46:35.900,1723956395900.0,-127.23308245523572,45.74428127555678,55.0,1723989598022.0,1723989599024.0,,,,,,,
-16.4,-104.1,454,46:36.4,2024-08-18 00:46:36.400,1723956396400.0,-127.23299063886846,45.744155527053785,55.0,1723989598022.0,1723989599024.0,,,,,,,
-14.3,-100.8,454,46:37.3,2024-08-18 00:46:37.300,1723956397300.0,-127.23282536940737,45.74392917974839,55.0,1723989598022.0,1723989599024.0,,,,,,,
-11.5,-99.9,454,46:37.9,2024-08-18 00:46:37.900,1723956397900.0,-127.23271518976664,45.7437782815448,55.0,1723989598022.0,1723989599024.0,,,,,,,
-15.4,-100.5,454,46:38.6,2024-08-18 00:46:38.600,1723956398600.0,-127.23258664685248,45.7436022336406,55.0,1723989598022.0,1723989599024.0,,,,,,,
-13.6,-100.8,454,46:39.1,2024-08-18 00:46:39.100,1723956399100.0,-127.2324948304852,45.743476485137606,55.0,1723989598022.0,1723989599024.0,,,,,,,
-14.0,-100.3,454,46:39.8,2024-08-18 00:46:39.800,1723956399800.0,-127.23236628757104,45.743300437233415,55.0,1723989598022.0,1723989599024.0,,,,,,,
-12.2,-105.9,454,46:40.9,2024-08-18 00:46:40.900,1723956400900.0,-127.23216429156304,45.74302379052683,55.0,1723989598022.0,1723989599024.0,,,,,,,
-12.3,-106.3,454,46:41.4,2024-08-18 00:46:41.400,1723956401400.0,-127.23207247519578,45.74289804202383,55.0,1723989598022.0,1723989599024.0,,,,,,,
-11.8,-106.1,454,46:42.0,2024-08-18 00:46:42.000,1723956402000.0,-127.23196229555504,45.74274714382024,55.0,1723989598022.0,1723989599024.0,,,,,,,
-16.0,-111.4,454,46:42.5,2024-08-18 00:46:42.500,1723956402500.0,-127.2318704791878,45.74262139531724,55.0,1723989598022.0,1723989599024.0,,,,,,,
-12.9,-105.3,454,46:43.2,2024-08-18 00:46:43.200,1723956403200.0,-127.2317419362736,45.742445347413046,55.0,1723989598022.0,1723989599024.0,,,,,,,
-14.4,-121.4,454,46:43.9,2024-08-18 00:46:43.900,1723956403900.0,-127.23161339335944,45.74226929950885,55.0,1723989598022.0,1723989599024.0,,,,,,,
-13.6,-120.7,454,46:44.6,2024-08-18 00:46:44.600,1723956404600.0,-127.23148485044526,45.74209325160466,55.0,1723989598022.0,1723989599024.0,,,,,,,
-12.9,-116.9,454,46:45.2,2024-08-18 00:46:45.200,1723956405200.0,-127.23137467080454,45.74194235340106,55.0,1723989598022.0,1723989599024.0,,,,,,,
-7.7,-106.3,454,46:45.7,2024-08-18 00:46:45.700,1723956405700.0,-127.23128285443728,45.74181660489807,55.0,1723989598022.0,1723989599024.0,,,,,,,
-11.2,-109.8,454,46:46.3,2024-08-18 00:46:46.300,1723956406300.0,-127.23117267479655,45.74166570669448,55.0,1723989598022.0,1723989599024.0,,,,,,,
-7.0,-95.3,454,46:47.1,2024-08-18 00:46:47.100,1723956407100.0,-127.23102576860892,45.74146450908968,55.0,1723989598022.0,1723989599024.0,,,,,,,
-11.7,-99.3,454,46:47.7,2024-08-18 00:46:47.700,1723956407700.0,-127.2309155889682,45.74131361088608,55.0,1723989598022.0,1723989599024.0,,,,,,,
-8.6,-98.2,454,46:48.5,2024-08-18 00:46:48.500,1723956408500.0,-127.23076868278058,45.74111241328129,55.0,1723989598022.0,1723989599024.0,,,,,,,
-8.2,-94.9,454,46:49.3,2024-08-18 00:46:49.300,1723956409300.0,-127.23062177659294,45.7409112156765,55.0,1723989598022.0,1723989599024.0,,,,,,,
-12.4,-100.2,454,46:50.0,2024-08-18 00:46:50.000,1723956410000.0,-127.23049323367876,45.7407351677723,55.0,1723989598022.0,1723989599024.0,,,,,,,
-9.2,-98.1,454,46:51.6,2024-08-18 00:46:51.600,1723956411600.0,-127.23019942130352,45.74033277256272,55.0,1723989598022.0,1723989599024.0,,,,,,,
-10.3,-96.7,454,46:52.2,2024-08-18 00:46:52.200,1723956412200.0,-127.2300892416628,45.74018187435912,55.0,1723989598022.0,1723989599024.0,,,,,,,
-10.3,-96.7,454,46:52.8,2024-08-18 00:46:52.800,1723956412800.0,-127.22997906202208,45.74003097615553,55.0,1723989598022.0,1723989599024.0,,,,,,,
-7.4,-92.9,454,46:54.5,2024-08-18 00:46:54.500,1723956414500.0,-127.22966688637337,45.73960343124534,55.0,1723989598022.0,1723989599024.0,,,,,,,
-8.9,-92.4,454,46:55.0,2024-08-18 00:46:55.000,1723956415000.0,-127.22957507000608,45.73947768274235,55.0,1723989598022.0,1723989599024.0,,,,,,,
-11.0,-92.1,454,46:57.0,2024-08-18 00:46:57.000,1723956417000.0,-127.22920780453704,45.738974688730366,55.0,1723989598022.0,1723989599024.0,,,,,,,
-7.6,-90.1,454,46:57.6,2024-08-18 00:46:57.600,1723956417600.0,-127.2290976248963,45.738823790526766,55.0,1723989598022.0,1723989599024.0,,,,,,,
-9.3,-92.9,454,46:59.3,2024-08-18 00:46:59.300,1723956419300.0,-127.2287854492476,45.738396245616585,55.0,1723989598022.0,1723989599024.0,,,,,,,
-9.5,-92.4,454,47:00.6,2024-08-18 00:47:00.600,1723956420600.0,-127.2285467266927,45.7380692995088,55.0,1723989598022.0,1723989599024.0,,,,,,,
-10.8,-93.6,454,47:01.2,2024-08-18 00:47:01.200,1723956421200.0,-127.22843654705196,45.7379184013052,55.0,1723989598022.0,1723989599024.0,,,,,,,
-9.7,-87.1,454,47:03.5,2024-08-18 00:47:03.500,1723956423500.0,-127.22801419176254,45.73733995819142,55.0,1723989598022.0,1723989599024.0,,,,,,,
-8.3,-85.7,454,47:04.0,2024-08-18 00:47:04.000,1723956424000.0,-127.22792237539528,45.73721420968843,55.0,1723989598022.0,1723989599024.0,,,,,,,
-9.7,-88.8,454,47:05.6,2024-08-18 00:47:05.600,1723956425600.0,-127.22762856302002,45.73681181447884,55.0,1723989598022.0,1723989599024.0,,,,,,,
-9.2,-91.7,454,47:06.1,2024-08-18 00:47:06.100,1723956426100.0,-127.22753674665276,45.736686065975846,55.0,1723989598022.0,1723989599024.0,,,,,,,
-8.6,-83.6,454,47:06.7,2024-08-18 00:47:06.700,1723956426700.0,-127.22742656701205,45.736535167772246,55.0,1723989598022.0,1723989599024.0,,,,,,,
-8.2,-85.1,454,47:07.3,2024-08-18 00:47:07.300,1723956427300.0,-127.2273163873713,45.73638426956866,55.0,1723989598022.0,1723989599024.0,,,,,,,
-10.1,-84.8,454,47:07.9,2024-08-18 00:47:07.900,1723956427900.0,-127.2272062077306,45.73623337136506,55.0,1723989598022.0,1723989599024.0,,,,,,,
-8.1,-85.7,454,47:08.5,2024-08-18 00:47:08.500,1723956428500.0,-127.22709602808987,45.73608247316147,55.0,1723989598022.0,1723989599024.0,,,,,,,
-9.8,-83.8,454,47:09.3,2024-08-18 00:47:09.300,1723956429300.0,-127.22694912190224,45.73588127555667,55.0,1723989598022.0,1723989599024.0,,,,,,,
-8.1,-81.9,454,47:09.8,2024-08-18 00:47:09.800,1723956429800.0,-127.22685730553498,45.73575552705368,55.0,1723989598022.0,1723989599024.0,,,,,,,
-9.9,-82.3,454,47:10.4,2024-08-18 00:47:10.400,1723956430400.0,-127.22674712589424,45.73560462885008,55.0,1723989598022.0,1723989599024.0,,,,,,,
-9.9,-85.3,454,47:11.0,2024-08-18 00:47:11.000,1723956431000.0,-127.22663694625354,45.73545373064649,55.0,1723989598022.0,1723989599024.0,,,,,,,
-8.9,-94.1,454,47:11.6,2024-08-18 00:47:11.600,1723956431600.0,-127.2265267666128,45.7353028324429,55.0,1723989598022.0,1723989599024.0,,,,,,,
-11.1,-93.0,435,47:12.3,2024-08-18 00:47:12.300,1723956432300.0,-127.22639822369864,45.7351267845387,55.0,1723989598022.0,1723989599024.0,,,,,,,
-10.3,-87.6,435,47:12.8,2024-08-18 00:47:12.800,1723956432800.0,-127.22630640733136,45.735001036035705,55.0,1723989598022.0,1723989599024.0,,,,,,,
-11.9,-87.9,435,47:13.5,2024-08-18 00:47:13.500,1723956433500.0,-127.2261778644172,45.73482498813151,55.0,1723989598022.0,1723989599024.0,,,,,,,
-10.9,-90.6,435,47:14.0,2024-08-18 00:47:14.000,1723956434000.0,-127.22608604804992,45.73469923962851,55.0,1723989598022.0,1723989599024.0,,,,,,,
-12.9,-96.9,435,47:15.5,2024-08-18 00:47:15.500,1723956435500.0,-127.22581059894812,45.734321994119526,55.0,1723989598022.0,1723989599024.0,,,,,,,
-8.0,-91.9,435,47:17.5,2024-08-18 00:47:17.500,1723956437500.0,-127.22544333347903,45.733819000107545,55.0,1723989598022.0,1723989599024.0,,,,,,,
-13.1,-95.8,435,47:18.5,2024-08-18 00:47:18.500,1723956438500.0,-127.22525970074452,45.733567503101554,55.0,1723989598022.0,1723989599024.0,,,,,,,
-9.1,-90.3,435,47:20.0,2024-08-18 00:47:20.000,1723956440000.0,-127.22498425164272,45.73319025759257,55.0,1723989598022.0,1723989599024.0,,,,,,,
-8.3,-95.1,435,47:20.6,2024-08-18 00:47:20.600,1723956440600.0,-127.224874072002,45.73303935938897,55.0,1723989598022.0,1723989599024.0,,,,,,,
-13.3,-94.4,435,47:21.1,2024-08-18 00:47:21.100,1723956441100.0,-127.22478225563472,45.73291361088597,55.0,1723989598022.0,1723989599024.0,,,,,,,
-10.9,-95.6,435,47:21.6,2024-08-18 00:47:21.600,1723956441600.0,-127.22469043926743,45.73278786238298,55.0,1723989598022.0,1723989599024.0,,,,,,,
-9.5,-86.5,435,47:22.2,2024-08-18 00:47:22.200,1723956442200.0,-127.22458025962672,45.732636964179385,55.0,1723989598022.0,1723989599024.0,,,,,,,
-8.5,-84.6,435,47:22.9,2024-08-18 00:47:22.900,1723956442900.0,-127.22445171671257,45.73246091627519,55.0,1723989598022.0,1723989599024.0,,,,,,,
-5.8,-89.0,435,47:23.4,2024-08-18 00:47:23.400,1723956443400.0,-127.22435990034528,45.7323351677722,55.0,1723989598022.0,1723989599024.0,,,,,,,
-13.9,-83.8,435,47:24.1,2024-08-18 00:47:24.100,1723956444100.0,-127.22423135743112,45.732159119868,55.0,1723989598022.0,1723989599024.0,,,,,,,
-13.1,-84.1,435,47:24.7,2024-08-18 00:47:24.700,1723956444700.0,-127.2241211777904,45.73200822166441,55.0,1723989598022.0,1723989599024.0,,,,,,,
-9.4,-83.9,435,47:25.3,2024-08-18 00:47:25.300,1723956445300.0,-127.22401099814968,45.731857323460815,55.0,1723989598022.0,1723989599024.0,,,,,,,
-10.4,-87.8,435,47:26.1,2024-08-18 00:47:26.100,1723956446100.0,-127.22386409196204,45.73165612585602,55.0,1723989598022.0,1723989599024.0,,,,,,,
-8.9,-90.8,435,47:26.9,2024-08-18 00:47:26.900,1723956446900.0,-127.22371718577442,45.731454928251225,55.0,1723989598022.0,1723989599024.0,,,,,,,
-6.9,-89.9,435,47:27.6,2024-08-18 00:47:27.600,1723956447600.0,-127.22358864286024,45.73127888034704,55.0,1723989598022.0,1723989599024.0,,,,,,,
-7.5,-89.5,435,47:28.3,2024-08-18 00:47:28.300,1723956448300.0,-127.22346009994608,45.73110283244284,55.0,1723989598022.0,1723989599024.0,,,,,,,
-10.0,-91.2,435,47:28.9,2024-08-18 00:47:28.900,1723956448900.0,-127.22334992030537,45.73095193423924,55.0,1723989598022.0,1723989599024.0,,,,,,,
-11.4,-89.8,435,47:29.5,2024-08-18 00:47:29.500,1723956449500.0,-127.22323974066462,45.73080103603565,55.0,1723989598022.0,1723989599024.0,,,,,,,
-8.9,-91.6,435,47:30.1,2024-08-18 00:47:30.100,1723956450100.0,-127.22312956102392,45.73065013783206,55.0,1723989598022.0,1723989599024.0,,,,,,,
-7.4,-91.4,435,47:30.8,2024-08-18 00:47:30.800,1723956450800.0,-127.22300101810973,45.73047408992786,55.0,1723989598022.0,1723989599024.0,,,,,,,
-6.8,-91.8,435,47:32.8,2024-08-18 00:47:32.800,1723956452800.0,-127.22263375264066,45.72997109591588,55.0,1723989598022.0,1723989599024.0,,,,,,,
-7.1,-91.1,435,47:33.6,2024-08-18 00:47:33.600,1723956453600.0,-127.22248684645302,45.72976989831108,55.0,1723989598022.0,1723989599024.0,,,,,,,
-11.4,-90.6,435,47:35.3,2024-08-18 00:47:35.300,1723956455300.0,-127.22217467080432,45.729342353400895,55.0,1723989598022.0,1723989599024.0,,,,,,,
-12.3,-87.9,435,47:36.1,2024-08-18 00:47:36.100,1723956456100.0,-127.2220277646167,45.72914115579611,55.0,1723989598022.0,1723989599024.0,,,,,,,
-9.6,-89.9,435,47:36.8,2024-08-18 00:47:36.800,1723956456800.0,-127.22189922170251,45.72896510789191,55.0,1723989598022.0,1723989599024.0,,,,,,,
-10.9,-95.9,435,47:39.3,2024-08-18 00:47:39.300,1723956459300.0,-127.22144013986616,45.72833636537693,55.0,1723989598022.0,1723989599024.0,,,,,,,
-10.9,-94.2,435,47:40.6,2024-08-18 00:47:40.600,1723956460600.0,-127.22120141731128,45.72800941926915,55.0,1723989598022.0,1723989599024.0,,,,,,,
-9.5,-91.4,435,47:41.8,2024-08-18 00:47:41.800,1723956461800.0,-127.22098105802984,45.72770762286196,55.0,1723989598022.0,1723989599024.0,,,,,,,
-9.8,-91.8,435,47:42.6,2024-08-18 00:47:42.600,1723956462600.0,-127.2208341518422,45.72750642525716,55.0,1723989598022.0,1723989599024.0,,,,,,,
-11.6,-88.3,435,47:44.6,2024-08-18 00:47:44.600,1723956464600.0,-127.22046688637316,45.72700343124518,55.0,1723989598022.0,1723989599024.0,,,,,,,
-9.5,-86.7,435,47:45.1,2024-08-18 00:47:45.100,1723956465100.0,-127.22037507000589,45.726877682742185,55.0,1723989598022.0,1723989599024.0,,,,,,,
-8.4,-88.5,435,47:46.9,2024-08-18 00:47:46.900,1723956466900.0,-127.22004453108372,45.7264249881314,55.0,1723989598022.0,1723989599024.0,,,,,,,
-11.2,-88.5,435,47:48.3,2024-08-18 00:47:48.300,1723956468300.0,-127.21978744525536,45.72607289232302,55.0,1723989598022.0,1723989599024.0,,,,,,,
-11.6,-90.1,435,47:49.3,2024-08-18 00:47:49.300,1723956469300.0,-127.21960381252084,45.72582139531703,55.0,1723989598022.0,1723989599024.0,,,,,,,
-13.1,-91.1,435,47:50.1,2024-08-18 00:47:50.100,1723956470100.0,-127.2194569063332,45.72562019771223,55.0,1723989598022.0,1723989599024.0,,,,,,,
-8.4,-92.3,435,47:51.6,2024-08-18 00:47:51.600,1723956471600.0,-127.2191814572314,45.725242952203246,55.0,1723989598022.0,1723989599024.0,,,,,,,
-9.7,-89.1,435,47:53.1,2024-08-18 00:47:53.100,1723956473100.0,-127.2189060081296,45.72486570669425,55.0,1723989598022.0,1723989599024.0,,,,,,,
-10.3,-96.3,435,47:54.1,2024-08-18 00:47:54.100,1723956474100.0,-127.21872237539506,45.72461420968827,55.0,1723989598022.0,1723989599024.0,,,,,,,
-7.6,-97.5,435,47:55.8,2024-08-18 00:47:55.800,1723956475800.0,-127.21841019974634,45.72418666477808,55.0,1723989598022.0,1723989599024.0,,,,,,,
-12.4,-94.4,435,47:56.3,2024-08-18 00:47:56.300,1723956476300.0,-127.21831838337908,45.724060916275086,55.0,1723989598022.0,1723989599024.0,,,,,,,
-12.9,-95.8,435,47:57.6,2024-08-18 00:47:57.600,1723956477600.0,-127.2180796608242,45.723733970167295,55.0,1723989598022.0,1723989599024.0,,,,,,,
-8.6,-94.1,435,47:59.8,2024-08-18 00:47:59.800,1723956479800.0,-127.2176756688082,45.72318067675411,55.0,1723989598022.0,1723989599024.0,,,,,,,
-11.8,-94.6,435,48:00.6,2024-08-18 00:48:00.600,1723956480600.0,-127.21752876262056,45.72297947914932,55.0,1723989598022.0,1723989599024.0,,,,,,,
-13.3,-95.1,435,48:01.1,2024-08-18 00:48:01.100,1723956481100.0,-127.21743694625331,45.72285373064633,55.0,1723989598022.0,1723989599024.0,,,,,,,
-11.3,-104.3,435,48:01.6,2024-08-18 00:48:01.600,1723956481600.0,-127.21734512988604,45.722727982143326,55.0,1723989598022.0,1723989599024.0,,,,,,,
-8.3,-103.0,435,48:02.2,2024-08-18 00:48:02.200,1723956482200.0,-127.21723495024531,45.72257708393973,55.0,1723989598022.0,1723989599024.0,,,,,,,
-5.6,-99.7,435,48:02.9,2024-08-18 00:48:02.900,1723956482900.0,-127.21710640733114,45.72240103603554,55.0,1723989598022.0,1723989599024.0,,,,,,,
-8.9,-98.6,435,48:03.8,2024-08-18 00:48:03.800,1723956483800.0,-127.21694113787008,45.72217468873015,55.0,1723989598022.0,1723989599024.0,,,,,,,
-8.8,-101.3,435,48:04.4,2024-08-18 00:48:04.400,1723956484400.0,-127.21683095822934,45.72202379052656,55.0,1723989598022.0,1723989599024.0,,,,,,,
-14.2,-112.1,435,48:05.0,2024-08-18 00:48:05.000,1723956485000.0,-127.21672077858862,45.72187289232296,55.0,1723989598022.0,1723989599024.0,,,,,,,
-9.6,-102.3,435,48:05.7,2024-08-18 00:48:05.700,1723956485700.0,-127.21659223567444,45.721696844418766,55.0,1723989598022.0,1723989599024.0,,,,,,,
-10.8,-88.5,435,48:06.2,2024-08-18 00:48:06.200,1723956486200.0,-127.21650041930718,45.72157109591577,55.0,1723989598022.0,1723989599024.0,,,,,,,
-10.9,-87.5,435,48:06.7,2024-08-18 00:48:06.700,1723956486700.0,-127.21640860293992,45.721445347412775,55.0,1723989598022.0,1723989599024.0,,,,,,,
-9.1,-88.9,435,48:07.3,2024-08-18 00:48:07.300,1723956487300.0,-127.2162984232992,45.72129444920918,55.0,1723989598022.0,1723989599024.0,,,,,,,
-11.0,-88.1,435,48:07.8,2024-08-18 00:48:07.800,1723956487800.0,-127.21620660693192,45.72116870070619,55.0,1723989598022.0,1723989599024.0,,,,,,,
-11.4,-91.3,435,48:08.3,2024-08-18 00:48:08.300,1723956488300.0,-127.21611479056466,45.72104295220319,55.0,1723989598022.0,1723989599024.0,,,,,,,
-11.1,-88.6,435,48:09.0,2024-08-18 00:48:09.000,1723956489000.0,-127.21598624765048,45.720866904298994,55.0,1723989598022.0,1723989599024.0,,,,,,,
-10.0,-89.2,435,48:09.6,2024-08-18 00:48:09.600,1723956489600.0,-127.21587606800976,45.7207160060954,55.0,1723989598022.0,1723989599024.0,,,,,,,
-9.9,-92.3,435,48:10.1,2024-08-18 00:48:10.100,1723956490100.0,-127.21578425164248,45.720590257592406,55.0,1723989598022.0,1723989599024.0,,,,,,,
