"GeoID_Description","GeoID_Name","SitsinState","GeoID","GeoID_Formatted","chu","TimeFrame","GeoVintage","Source","Location"
"Census Tract","35025000702","NM","35025000702","=""35025000702""","1105","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35025000703","NM","35025000703","=""35025000703""","1097","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35025000704","NM","35025000704","=""35025000704""","1041","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35025000800","NM","35025000800","=""35025000800""","1428","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35025000900","NM","35025000900","=""35025000900""","999","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35025001003","NM","35025001003","=""35025001003""","1522","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35025001004","NM","35025001004","=""35025001004""","1498","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35025001005","NM","35025001005","=""35025001005""","1204","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35025001100","NM","35025001100","=""35025001100""","2141","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35027960200","NM","35027960200","=""35027960200""","1205","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35027960300","NM","35027960300","=""35027960300""","1954","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35027960401","NM","35027960401","=""35027960401""","1467","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35027960402","NM","35027960402","=""35027960402""","1263","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35027960403","NM","35027960403","=""35027960403""","2878","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35027960601","NM","35027960601","=""35027960601""","2484","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35027960602","NM","35027960602","=""35027960602""","1676","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35027960603","NM","35027960603","=""35027960603""","2483","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35027960800","NM","35027960800","=""35027960800""","2358","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35028000100","NM","35028000100","=""35028000100""","1545","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35028000200","NM","35028000200","=""35028000200""","2289","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35028000400","NM","35028000400","=""35028000400""","2522","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35028000500","NM","35028000500","=""35028000500""","2304","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35029000100","NM","35029000100","=""35029000100""","2931","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35029000200","NM","35029000200","=""35029000200""","1650","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35029000300","NM","35029000300","=""35029000300""","1090","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35029000401","NM","35029000401","=""35029000401""","1411","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35029000402","NM","35029000402","=""35029000402""","1177","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35029000500","NM","35029000500","=""35029000500""","1941","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35029000600","NM","35029000600","=""35029000600""","1367","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35031940301","NM","35031940301","=""35031940301""","572","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35031940302","NM","35031940302","=""35031940302""","1185","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35031940500","NM","35031940500","=""35031940500""","373","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35031943500","NM","35031943500","=""35031943500""","1428","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35031943601","NM","35031943601","=""35031943601""","1105","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35031943602","NM","35031943602","=""35031943602""","1123","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35031943701","NM","35031943701","=""35031943701""","821","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35031943702","NM","35031943702","=""35031943702""","738","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35031943801","NM","35031943801","=""35031943801""","676","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35031943802","NM","35031943802","=""35031943802""","816","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35031943803","NM","35031943803","=""35031943803""","625","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35031943903","NM","35031943903","=""35031943903""","703","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35031943904","NM","35031943904","=""35031943904""","513","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35031943905","NM","35031943905","=""35031943905""","424","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35031943906","NM","35031943906","=""35031943906""","707","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35031943907","NM","35031943907","=""35031943907""","670","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35031944000","NM","35031944000","=""35031944000""","794","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35031945201","NM","35031945201","=""35031945201""","1186","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35031945202","NM","35031945202","=""35031945202""","908","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35031945300","NM","35031945300","=""35031945300""","1128","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35031945400","NM","35031945400","=""35031945400""","1395","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35031945501","NM","35031945501","=""35031945501""","675","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35031945502","NM","35031945502","=""35031945502""","594","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35031945503","NM","35031945503","=""35031945503""","950","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35031945601","NM","35031945601","=""35031945601""","617","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35031945602","NM","35031945602","=""35031945602""","996","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35031945701","NM","35031945701","=""35031945701""","339","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35031945702","NM","35031945702","=""35031945702""","554","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35031946001","NM","35031946001","=""35031946001""","760","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35031946002","NM","35031946002","=""35031946002""","573","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35031946003","NM","35031946003","=""35031946003""","652","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35031973100","NM","35031973100","=""35031973100""","613","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35031980000","NM","35031980000","=""35031980000""","0","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35033955201","NM","35033955201","=""35033955201""","1311","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35033955202","NM","35033955202","=""35033955202""","1627","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35035000100","NM","35035000100","=""35035000100""","926","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35035000200","NM","35035000200","=""35035000200""","1156","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35035000303","NM","35035000303","=""35035000303""","1223","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35035000304","NM","35035000304","=""35035000304""","1701","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35035000305","NM","35035000305","=""35035000305""","1919","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35035000306","NM","35035000306","=""35035000306""","1415","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35035000401","NM","35035000401","=""35035000401""","2371","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35035000403","NM","35035000403","=""35035000403""","1251","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35035000404","NM","35035000404","=""35035000404""","2429","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35035000501","NM","35035000501","=""35035000501""","1423","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35035000502","NM","35035000502","=""35035000502""","890","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35035000601","NM","35035000601","=""35035000601""","44","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35035000602","NM","35035000602","=""35035000602""","1064","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35035000603","NM","35035000603","=""35035000603""","1198","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35035000604","NM","35035000604","=""35035000604""","1116","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35035000701","NM","35035000701","=""35035000701""","1934","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35035000702","NM","35035000702","=""35035000702""","649","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35035000901","NM","35035000901","=""35035000901""","4152","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35035000903","NM","35035000903","=""35035000903""","1643","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35035000904","NM","35035000904","=""35035000904""","2765","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35035940000","NM","35035940000","=""35035940000""","1131","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35037958601","NM","35037958601","=""35037958601""","1613","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35037958602","NM","35037958602","=""35037958602""","1663","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35037958900","NM","35037958900","=""35037958900""","2237","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35039000100","NM","35039000100","=""35039000100""","1551","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35039000200","NM","35039000200","=""35039000200""","1733","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35039000301","NM","35039000301","=""35039000301""","1693","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35039000302","NM","35039000302","=""35039000302""","1103","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35039000401","NM","35039000401","=""35039000401""","1115","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35039000402","NM","35039000402","=""35039000402""","1350","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35039000500","NM","35039000500","=""35039000500""","3079","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35039940700","NM","35039940700","=""35039940700""","1590","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35039940800","NM","35039940800","=""35039940800""","2308","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35039941000","NM","35039941000","=""35039941000""","1663","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35039944100","NM","35039944100","=""35039944100""","2518","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35041000100","NM","35041000100","=""35041000100""","2241","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35041000200","NM","35041000200","=""35041000200""","1594","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35041000300","NM","35041000300","=""35041000300""","1734","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35041000401","NM","35041000401","=""35041000401""","1398","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35041000402","NM","35041000402","=""35041000402""","1558","2019-2023","2022","Census","New Mexico (State)"
